Date,Movie,Chain,Screenings,Screen_Share(%)
2022년 01월 01일(Sat),신데렐라 2: 마법에 걸린 왕자,메가박스,40,1.3%
2022년 01월 01일(Sat),신데렐라 2: 마법에 걸린 왕자,씨네Q,0,0.0%
2022년 01월 02일(Sun),스파이더맨: 노 웨이 홈,CGV,3054,54.7%
2022년 01월 02일(Sun),스파이더맨: 노 웨이 홈,롯데시네마,2305,57.5%
2022년 01월 02일(Sun),스파이더맨: 노 웨이 홈,메가박스,1724,54.6%
2022년 01월 02일(Sun),스파이더맨: 노 웨이 홈,씨네Q,91,52.3%
2022년 01월 02일(Sun),킹스맨: 퍼스트 에이전트,CGV,1013,18.1%
2022년 01월 02일(Sun),킹스맨: 퍼스트 에이전트,롯데시네마,683,17.0%
2022년 01월 02일(Sun),킹스맨: 퍼스트 에이전트,메가박스,617,19.5%
2022년 01월 02일(Sun),킹스맨: 퍼스트 에이전트,씨네Q,31,17.8%
2022년 01월 02일(Sun),해피 뉴 이어,CGV,916,16.4%
2022년 01월 02일(Sun),해피 뉴 이어,롯데시네마,529,13.2%
2022년 01월 02일(Sun),해피 뉴 이어,메가박스,419,13.3%
2022년 01월 02일(Sun),해피 뉴 이어,씨네Q,32,18.4%
2022년 01월 02일(Sun),매트릭스: 리저렉션,CGV,155,2.8%
2022년 01월 02일(Sun),매트릭스: 리저렉션,롯데시네마,147,3.7%
2022년 01월 02일(Sun),매트릭스: 리저렉션,메가박스,121,3.8%
2022년 01월 02일(Sun),매트릭스: 리저렉션,씨네Q,10,5.7%
2022년 01월 02일(Sun),신데렐라 2: 마법에 걸린 왕자,CGV,101,1.8%
2022년 01월 02일(Sun),신데렐라 2: 마법에 걸린 왕자,롯데시네마,75,1.9%
2022년 01월 02일(Sun),신데렐라 2: 마법에 걸린 왕자,메가박스,39,1.2%
2022년 01월 02일(Sun),신데렐라 2: 마법에 걸린 왕자,씨네Q,1,0.6%
2022년 01월 03일(Mon),스파이더맨: 노 웨이 홈,CGV,2928,54.9%
2022년 01월 03일(Mon),스파이더맨: 노 웨이 홈,롯데시네마,2252,59.5%
2022년 01월 03일(Mon),스파이더맨: 노 웨이 홈,메가박스,1502,54.0%
2022년 01월 03일(Mon),스파이더맨: 노 웨이 홈,씨네Q,61,53.0%
2022년 01월 03일(Mon),킹스맨: 퍼스트 에이전트,CGV,1061,19.9%
2022년 01월 03일(Mon),킹스맨: 퍼스트 에이전트,롯데시네마,713,18.8%
2022년 01월 03일(Mon),킹스맨: 퍼스트 에이전트,메가박스,603,21.7%
2022년 01월 03일(Mon),킹스맨: 퍼스트 에이전트,씨네Q,25,21.7%
2022년 01월 03일(Mon),해피 뉴 이어,CGV,853,16.0%
2022년 01월 03일(Mon),해피 뉴 이어,롯데시네마,475,12.5%
2022년 01월 03일(Mon),해피 뉴 이어,메가박스,374,13.4%
2022년 01월 03일(Mon),해피 뉴 이어,씨네Q,16,13.9%
2022년 01월 03일(Mon),매트릭스: 리저렉션,CGV,144,2.7%
2022년 01월 03일(Mon),매트릭스: 리저렉션,롯데시네마,116,3.1%
2022년 01월 03일(Mon),매트릭스: 리저렉션,메가박스,102,3.7%
2022년 01월 03일(Mon),매트릭스: 리저렉션,씨네Q,7,6.1%
2022년 01월 03일(Mon),신데렐라 2: 마법에 걸린 왕자,CGV,62,1.2%
2022년 01월 03일(Mon),신데렐라 2: 마법에 걸린 왕자,롯데시네마,49,1.3%
2022년 01월 03일(Mon),신데렐라 2: 마법에 걸린 왕자,메가박스,21,0.8%
2022년 01월 03일(Mon),신데렐라 2: 마법에 걸린 왕자,씨네Q,0,0.0%
2022년 01월 04일(Tue),스파이더맨: 노 웨이 홈,CGV,2850,54.8%
2022년 01월 04일(Tue),스파이더맨: 노 웨이 홈,롯데시네마,2220,59.1%
2022년 01월 04일(Tue),스파이더맨: 노 웨이 홈,메가박스,1461,53.7%
2022년 01월 04일(Tue),스파이더맨: 노 웨이 홈,씨네Q,62,51.7%
2022년 01월 04일(Tue),킹스맨: 퍼스트 에이전트,CGV,1018,19.6%
2022년 01월 04일(Tue),킹스맨: 퍼스트 에이전트,롯데시네마,712,19.0%
2022년 01월 04일(Tue),킹스맨: 퍼스트 에이전트,메가박스,585,21.5%
2022년 01월 04일(Tue),킹스맨: 퍼스트 에이전트,씨네Q,24,20.0%
2022년 01월 04일(Tue),해피 뉴 이어,CGV,857,16.5%
2022년 01월 04일(Tue),해피 뉴 이어,롯데시네마,456,12.1%
2022년 01월 04일(Tue),해피 뉴 이어,메가박스,355,13.1%
2022년 01월 04일(Tue),해피 뉴 이어,씨네Q,16,13.3%
2022년 01월 04일(Tue),매트릭스: 리저렉션,CGV,136,2.6%
2022년 01월 04일(Tue),매트릭스: 리저렉션,롯데시네마,120,3.2%
2022년 01월 04일(Tue),매트릭스: 리저렉션,메가박스,100,3.7%
2022년 01월 04일(Tue),매트릭스: 리저렉션,씨네Q,10,8.3%
2022년 01월 04일(Tue),신데렐라 2: 마법에 걸린 왕자,CGV,63,1.2%
2022년 01월 04일(Tue),신데렐라 2: 마법에 걸린 왕자,롯데시네마,49,1.3%
2022년 01월 04일(Tue),신데렐라 2: 마법에 걸린 왕자,메가박스,27,1.0%
2022년 01월 04일(Tue),신데렐라 2: 마법에 걸린 왕자,씨네Q,0,0.0%
2022년 01월 05일(Wed),경관의 피,CGV,1738,28.8%
2022년 01월 05일(Wed),경관의 피,롯데시네마,1403,32.1%
2022년 01월 05일(Wed),경관의 피,메가박스,1054,30.8%
2022년 01월 05일(Wed),경관의 피,씨네Q,56,33.9%
2022년 01월 05일(Wed),스파이더맨: 노 웨이 홈,CGV,1881,31.1%
2022년 01월 05일(Wed),스파이더맨: 노 웨이 홈,롯데시네마,1273,29.2%
2022년 01월 05일(Wed),스파이더맨: 노 웨이 홈,메가박스,1018,29.7%
2022년 01월 05일(Wed),스파이더맨: 노 웨이 홈,씨네Q,48,29.1%
2022년 01월 05일(Wed),씽2게더,CGV,1203,19.9%
2022년 01월 05일(Wed),씽2게더,롯데시네마,1046,24.0%
2022년 01월 05일(Wed),씽2게더,메가박스,777,22.7%
2022년 01월 05일(Wed),씽2게더,씨네Q,36,21.8%
2022년 01월 05일(Wed),킹스맨: 퍼스트 에이전트,CGV,640,10.6%
2022년 01월 05일(Wed),킹스맨: 퍼스트 에이전트,롯데시네마,428,9.8%
2022년 01월 05일(Wed),킹스맨: 퍼스트 에이전트,메가박스,361,10.5%
2022년 01월 05일(Wed),킹스맨: 퍼스트 에이전트,씨네Q,13,7.9%
2022년 01월 05일(Wed),해피 뉴 이어,CGV,372,6.2%
2022년 01월 05일(Wed),해피 뉴 이어,롯데시네마,117,2.7%
2022년 01월 05일(Wed),해피 뉴 이어,메가박스,110,3.2%
2022년 01월 05일(Wed),해피 뉴 이어,씨네Q,7,4.2%
2022년 01월 06일(Thu),경관의 피,CGV,1713,28.7%
2022년 01월 06일(Thu),경관의 피,롯데시네마,1351,31.5%
2022년 01월 06일(Thu),경관의 피,메가박스,1000,30.1%
2022년 01월 06일(Thu),경관의 피,씨네Q,52,33.5%
2022년 01월 06일(Thu),스파이더맨: 노 웨이 홈,CGV,1863,31.2%
2022년 01월 06일(Thu),스파이더맨: 노 웨이 홈,롯데시네마,1262,29.4%
2022년 01월 06일(Thu),스파이더맨: 노 웨이 홈,메가박스,992,29.9%
2022년 01월 06일(Thu),스파이더맨: 노 웨이 홈,씨네Q,43,27.7%
2022년 01월 06일(Thu),씽2게더,CGV,1190,19.9%
2022년 01월 06일(Thu),씽2게더,롯데시네마,1034,24.1%
2022년 01월 06일(Thu),씽2게더,메가박스,762,22.9%
2022년 01월 06일(Thu),씽2게더,씨네Q,31,20.0%
2022년 01월 06일(Thu),킹스맨: 퍼스트 에이전트,CGV,625,10.5%
2022년 01월 06일(Thu),킹스맨: 퍼스트 에이전트,롯데시네마,423,9.9%
2022년 01월 06일(Thu),킹스맨: 퍼스트 에이전트,메가박스,353,10.6%
2022년 01월 06일(Thu),킹스맨: 퍼스트 에이전트,씨네Q,14,9.0%
2022년 01월 06일(Thu),해피 뉴 이어,CGV,351,5.9%
2022년 01월 06일(Thu),해피 뉴 이어,롯데시네마,121,2.8%
2022년 01월 06일(Thu),해피 뉴 이어,메가박스,91,2.7%
2022년 01월 06일(Thu),해피 뉴 이어,씨네Q,6,3.9%
2022년 01월 07일(Fri),경관의 피,CGV,1745,29.4%
2022년 01월 07일(Fri),경관의 피,롯데시네마,1357,31.3%
2022년 01월 07일(Fri),경관의 피,메가박스,995,29.4%
2022년 01월 07일(Fri),경관의 피,씨네Q,56,34.1%
2022년 01월 07일(Fri),스파이더맨: 노 웨이 홈,CGV,1849,31.1%
2022년 01월 07일(Fri),스파이더맨: 노 웨이 홈,롯데시네마,1299,30.0%
2022년 01월 07일(Fri),스파이더맨: 노 웨이 홈,메가박스,1026,30.4%
2022년 01월 07일(Fri),스파이더맨: 노 웨이 홈,씨네Q,48,29.3%
2022년 01월 07일(Fri),씽2게더,CGV,1247,21.0%
2022년 01월 07일(Fri),씽2게더,롯데시네마,1034,23.9%
2022년 01월 07일(Fri),씽2게더,메가박스,799,23.6%
2022년 01월 07일(Fri),씽2게더,씨네Q,35,21.3%
2022년 01월 07일(Fri),킹스맨: 퍼스트 에이전트,CGV,602,10.1%
2022년 01월 07일(Fri),킹스맨: 퍼스트 에이전트,롯데시네마,429,9.9%
2022년 01월 07일(Fri),킹스맨: 퍼스트 에이전트,메가박스,351,10.4%
2022년 01월 07일(Fri),킹스맨: 퍼스트 에이전트,씨네Q,12,7.3%
2022년 01월 07일(Fri),해피 뉴 이어,CGV,297,5.0%
2022년 01월 07일(Fri),해피 뉴 이어,롯데시네마,109,2.5%
2022년 01월 07일(Fri),해피 뉴 이어,메가박스,90,2.7%
2022년 01월 07일(Fri),해피 뉴 이어,씨네Q,6,3.7%
2022년 01월 08일(Sat),스파이더맨: 노 웨이 홈,CGV,1985,30.7%
2022년 01월 08일(Sat),스파이더맨: 노 웨이 홈,롯데시네마,1368,29.4%
2022년 01월 08일(Sat),스파이더맨: 노 웨이 홈,메가박스,1117,29.7%
2022년 01월 08일(Sat),스파이더맨: 노 웨이 홈,씨네Q,54,26.9%
2022년 01월 08일(Sat),경관의 피,CGV,1905,29.5%
2022년 01월 08일(Sat),경관의 피,롯데시네마,1399,30.1%
2022년 01월 08일(Sat),경관의 피,메가박스,1072,28.5%
2022년 01월 08일(Sat),경관의 피,씨네Q,67,33.3%
2022년 01월 08일(Sat),씽2게더,CGV,1632,25.3%
2022년 01월 08일(Sat),씽2게더,롯데시네마,1289,27.7%
2022년 01월 08일(Sat),씽2게더,메가박스,1009,26.8%
2022년 01월 08일(Sat),씽2게더,씨네Q,54,26.9%
2022년 01월 08일(Sat),킹스맨: 퍼스트 에이전트,CGV,498,7.7%
2022년 01월 08일(Sat),킹스맨: 퍼스트 에이전트,롯데시네마,433,9.3%
2022년 01월 08일(Sat),킹스맨: 퍼스트 에이전트,메가박스,361,9.6%
2022년 01월 08일(Sat),킹스맨: 퍼스트 에이전트,씨네Q,12,6.0%
2022년 01월 08일(Sat),해피 뉴 이어,CGV,236,3.7%
2022년 01월 08일(Sat),해피 뉴 이어,롯데시네마,68,1.5%
2022년 01월 08일(Sat),해피 뉴 이어,메가박스,82,2.2%
2022년 01월 08일(Sat),해피 뉴 이어,씨네Q,6,3.0%
2022년 01월 09일(Sun),스파이더맨: 노 웨이 홈,CGV,1988,30.8%
2022년 01월 09일(Sun),스파이더맨: 노 웨이 홈,롯데시네마,1386,29.6%
2022년 01월 09일(Sun),스파이더맨: 노 웨이 홈,메가박스,1122,29.8%
2022년 01월 09일(Sun),스파이더맨: 노 웨이 홈,씨네Q,57,27.9%
2022년 01월 09일(Sun),경관의 피,CGV,1898,29.4%
2022년 01월 09일(Sun),경관의 피,롯데시네마,1400,29.9%
2022년 01월 09일(Sun),경관의 피,메가박스,1056,28.1%
2022년 01월 09일(Sun),경관의 피,씨네Q,63,30.9%
2022년 01월 09일(Sun),씽2게더,CGV,1627,25.2%
2022년 01월 09일(Sun),씽2게더,롯데시네마,1288,27.5%
2022년 01월 09일(Sun),씽2게더,메가박스,995,26.5%
2022년 01월 09일(Sun),씽2게더,씨네Q,57,27.9%
2022년 01월 09일(Sun),킹스맨: 퍼스트 에이전트,CGV,484,7.5%
2022년 01월 09일(Sun),킹스맨: 퍼스트 에이전트,롯데시네마,434,9.3%
2022년 01월 09일(Sun),킹스맨: 퍼스트 에이전트,메가박스,372,9.9%
2022년 01월 09일(Sun),킹스맨: 퍼스트 에이전트,씨네Q,12,5.9%
2022년 01월 09일(Sun),해피 뉴 이어,CGV,246,3.8%
2022년 01월 09일(Sun),해피 뉴 이어,롯데시네마,72,1.5%
2022년 01월 09일(Sun),해피 뉴 이어,메가박스,80,2.1%
2022년 01월 09일(Sun),해피 뉴 이어,씨네Q,6,2.9%
2022년 01월 10일(Mon),스파이더맨: 노 웨이 홈,CGV,1813,31.8%
2022년 01월 10일(Mon),스파이더맨: 노 웨이 홈,롯데시네마,1266,30.2%
2022년 01월 10일(Mon),스파이더맨: 노 웨이 홈,메가박스,945,30.9%
2022년 01월 10일(Mon),스파이더맨: 노 웨이 홈,씨네Q,34,31.8%
2022년 01월 10일(Mon),경관의 피,CGV,1724,30.2%
2022년 01월 10일(Mon),경관의 피,롯데시네마,1292,30.8%
2022년 01월 10일(Mon),경관의 피,메가박스,914,29.9%
2022년 01월 10일(Mon),경관의 피,씨네Q,34,31.8%
2022년 01월 10일(Mon),씽2게더,CGV,1274,22.3%
2022년 01월 10일(Mon),씽2게더,롯데시네마,1013,24.1%
2022년 01월 10일(Mon),씽2게더,메가박스,712,23.3%
2022년 01월 10일(Mon),씽2게더,씨네Q,25,23.4%
2022년 01월 10일(Mon),킹스맨: 퍼스트 에이전트,CGV,482,8.5%
2022년 01월 10일(Mon),킹스맨: 퍼스트 에이전트,롯데시네마,414,9.9%
2022년 01월 10일(Mon),킹스맨: 퍼스트 에이전트,메가박스,321,10.5%
2022년 01월 10일(Mon),킹스맨: 퍼스트 에이전트,씨네Q,8,7.5%
2022년 01월 10일(Mon),해피 뉴 이어,CGV,215,3.8%
2022년 01월 10일(Mon),해피 뉴 이어,롯데시네마,77,1.8%
2022년 01월 10일(Mon),해피 뉴 이어,메가박스,52,1.7%
2022년 01월 10일(Mon),해피 뉴 이어,씨네Q,1,0.9%
2022년 01월 11일(Tue),스파이더맨: 노 웨이 홈,CGV,1795,31.5%
2022년 01월 11일(Tue),스파이더맨: 노 웨이 홈,롯데시네마,1251,30.4%
2022년 01월 11일(Tue),스파이더맨: 노 웨이 홈,메가박스,945,30.7%
2022년 01월 11일(Tue),스파이더맨: 노 웨이 홈,씨네Q,35,26.3%
2022년 01월 11일(Tue),경관의 피,CGV,1697,29.8%
2022년 01월 11일(Tue),경관의 피,롯데시네마,1245,30.3%
2022년 01월 11일(Tue),경관의 피,메가박스,877,28.5%
2022년 01월 11일(Tue),경관의 피,씨네Q,42,31.6%
2022년 01월 11일(Tue),씽2게더,CGV,1290,22.6%
2022년 01월 11일(Tue),씽2게더,롯데시네마,1044,25.4%
2022년 01월 11일(Tue),씽2게더,메가박스,743,24.1%
2022년 01월 11일(Tue),씽2게더,씨네Q,27,20.3%
2022년 01월 11일(Tue),킹스맨: 퍼스트 에이전트,CGV,481,8.4%
2022년 01월 11일(Tue),킹스맨: 퍼스트 에이전트,롯데시네마,408,9.9%
2022년 01월 11일(Tue),킹스맨: 퍼스트 에이전트,메가박스,334,10.8%
2022년 01월 11일(Tue),킹스맨: 퍼스트 에이전트,씨네Q,10,7.5%
2022년 01월 11일(Tue),해피 뉴 이어,CGV,238,4.2%
2022년 01월 11일(Tue),해피 뉴 이어,롯데시네마,74,1.8%
2022년 01월 11일(Tue),해피 뉴 이어,메가박스,62,2.0%
2022년 01월 11일(Tue),해피 뉴 이어,씨네Q,6,4.5%
2022년 01월 12일(Wed),특송,CGV,1494,24.1%
2022년 01월 12일(Wed),특송,롯데시네마,1159,27.2%
2022년 01월 12일(Wed),특송,메가박스,901,26.3%
2022년 01월 12일(Wed),특송,씨네Q,79,40.7%
2022년 01월 12일(Wed),경관의 피,CGV,902,14.5%
2022년 01월 12일(Wed),경관의 피,롯데시네마,553,13.0%
2022년 01월 12일(Wed),경관의 피,메가박스,442,12.9%
2022년 01월 12일(Wed),경관의 피,씨네Q,28,14.4%
2022년 01월 12일(Wed),스파이더맨: 노 웨이 홈,CGV,752,12.1%
2022년 01월 12일(Wed),스파이더맨: 노 웨이 홈,롯데시네마,632,14.8%
2022년 01월 12일(Wed),스파이더맨: 노 웨이 홈,메가박스,509,14.9%
2022년 01월 12일(Wed),스파이더맨: 노 웨이 홈,씨네Q,22,11.3%
2022년 01월 12일(Wed),웨스트 사이드 스토리,CGV,780,12.6%
2022년 01월 12일(Wed),웨스트 사이드 스토리,롯데시네마,569,13.4%
2022년 01월 12일(Wed),웨스트 사이드 스토리,메가박스,482,14.1%
2022년 01월 12일(Wed),웨스트 사이드 스토리,씨네Q,12,6.2%
2022년 01월 12일(Wed),하우스 오브 구찌,CGV,900,14.5%
2022년 01월 12일(Wed),하우스 오브 구찌,롯데시네마,548,12.9%
2022년 01월 12일(Wed),하우스 오브 구찌,메가박스,367,10.7%
2022년 01월 12일(Wed),하우스 오브 구찌,씨네Q,18,9.3%
2022년 01월 13일(Thu),특송,CGV,1438,23.8%
2022년 01월 13일(Thu),특송,롯데시네마,1125,27.1%
2022년 01월 13일(Thu),특송,메가박스,848,25.6%
2022년 01월 13일(Thu),특송,씨네Q,70,36.8%
2022년 01월 13일(Thu),스파이더맨: 노 웨이 홈,CGV,761,12.6%
2022년 01월 13일(Thu),스파이더맨: 노 웨이 홈,롯데시네마,637,15.3%
2022년 01월 13일(Thu),스파이더맨: 노 웨이 홈,메가박스,517,15.6%
2022년 01월 13일(Thu),스파이더맨: 노 웨이 홈,씨네Q,23,12.1%
2022년 01월 13일(Thu),경관의 피,CGV,897,14.8%
2022년 01월 13일(Thu),경관의 피,롯데시네마,538,13.0%
2022년 01월 13일(Thu),경관의 피,메가박스,413,12.5%
2022년 01월 13일(Thu),경관의 피,씨네Q,29,15.3%
2022년 01월 13일(Thu),웨스트 사이드 스토리,CGV,729,12.1%
2022년 01월 13일(Thu),웨스트 사이드 스토리,롯데시네마,520,12.5%
2022년 01월 13일(Thu),웨스트 사이드 스토리,메가박스,450,13.6%
2022년 01월 13일(Thu),웨스트 사이드 스토리,씨네Q,13,6.8%
2022년 01월 13일(Thu),하우스 오브 구찌,CGV,823,13.6%
2022년 01월 13일(Thu),하우스 오브 구찌,롯데시네마,506,12.2%
2022년 01월 13일(Thu),하우스 오브 구찌,메가박스,326,9.8%
2022년 01월 13일(Thu),하우스 오브 구찌,씨네Q,14,7.4%
2022년 01월 14일(Fri),특송,CGV,1439,23.6%
2022년 01월 14일(Fri),특송,롯데시네마,1140,27.0%
2022년 01월 14일(Fri),특송,메가박스,828,25.2%
2022년 01월 14일(Fri),특송,씨네Q,84,45.4%
2022년 01월 14일(Fri),스파이더맨: 노 웨이 홈,CGV,945,15.5%
2022년 01월 14일(Fri),스파이더맨: 노 웨이 홈,롯데시네마,738,17.5%
2022년 01월 14일(Fri),스파이더맨: 노 웨이 홈,메가박스,541,16.5%
2022년 01월 14일(Fri),스파이더맨: 노 웨이 홈,씨네Q,21,11.4%
2022년 01월 14일(Fri),경관의 피,CGV,867,14.2%
2022년 01월 14일(Fri),경관의 피,롯데시네마,567,13.4%
2022년 01월 14일(Fri),경관의 피,메가박스,420,12.8%
2022년 01월 14일(Fri),경관의 피,씨네Q,28,15.1%
2022년 01월 14일(Fri),씽2게더,CGV,729,11.9%
2022년 01월 14일(Fri),씽2게더,롯데시네마,485,11.5%
2022년 01월 14일(Fri),씽2게더,메가박스,433,13.2%
2022년 01월 14일(Fri),씽2게더,씨네Q,16,8.6%
2022년 01월 14일(Fri),웨스트 사이드 스토리,CGV,711,11.6%
2022년 01월 14일(Fri),웨스트 사이드 스토리,롯데시네마,480,11.4%
2022년 01월 14일(Fri),웨스트 사이드 스토리,메가박스,400,12.2%
2022년 01월 14일(Fri),웨스트 사이드 스토리,씨네Q,9,4.9%
2022년 01월 15일(Sat),특송,CGV,1539,23.5%
2022년 01월 15일(Sat),특송,롯데시네마,1136,24.7%
2022년 01월 15일(Sat),특송,메가박스,843,23.2%
2022년 01월 15일(Sat),특송,씨네Q,62,31.5%
2022년 01월 15일(Sat),스파이더맨: 노 웨이 홈,CGV,1104,16.8%
2022년 01월 15일(Sat),스파이더맨: 노 웨이 홈,롯데시네마,972,21.1%
2022년 01월 15일(Sat),스파이더맨: 노 웨이 홈,메가박스,652,18.0%
2022년 01월 15일(Sat),스파이더맨: 노 웨이 홈,씨네Q,32,16.2%
2022년 01월 15일(Sat),씽2게더,CGV,868,13.2%
2022년 01월 15일(Sat),씽2게더,롯데시네마,689,15.0%
2022년 01월 15일(Sat),씽2게더,메가박스,570,15.7%
2022년 01월 15일(Sat),씽2게더,씨네Q,28,14.2%
2022년 01월 15일(Sat),경관의 피,CGV,872,13.3%
2022년 01월 15일(Sat),경관의 피,롯데시네마,586,12.7%
2022년 01월 15일(Sat),경관의 피,메가박스,445,12.3%
2022년 01월 15일(Sat),경관의 피,씨네Q,28,14.2%
2022년 01월 15일(Sat),웨스트 사이드 스토리,CGV,714,10.9%
2022년 01월 15일(Sat),웨스트 사이드 스토리,롯데시네마,432,9.4%
2022년 01월 15일(Sat),웨스트 사이드 스토리,메가박스,422,11.6%
2022년 01월 15일(Sat),웨스트 사이드 스토리,씨네Q,16,8.1%
2022년 01월 16일(Sun),특송,CGV,1528,23.3%
2022년 01월 16일(Sun),특송,롯데시네마,1128,24.6%
2022년 01월 16일(Sun),특송,메가박스,858,23.6%
2022년 01월 16일(Sun),특송,씨네Q,63,31.8%
2022년 01월 16일(Sun),스파이더맨: 노 웨이 홈,CGV,1128,17.2%
2022년 01월 16일(Sun),스파이더맨: 노 웨이 홈,롯데시네마,972,21.2%
2022년 01월 16일(Sun),스파이더맨: 노 웨이 홈,메가박스,676,18.6%
2022년 01월 16일(Sun),스파이더맨: 노 웨이 홈,씨네Q,31,15.7%
2022년 01월 16일(Sun),씽2게더,CGV,892,13.6%
2022년 01월 16일(Sun),씽2게더,롯데시네마,709,15.5%
2022년 01월 16일(Sun),씽2게더,메가박스,583,16.1%
2022년 01월 16일(Sun),씽2게더,씨네Q,30,15.2%
2022년 01월 16일(Sun),경관의 피,CGV,862,13.2%
2022년 01월 16일(Sun),경관의 피,롯데시네마,586,12.8%
2022년 01월 16일(Sun),경관의 피,메가박스,452,12.4%
2022년 01월 16일(Sun),경관의 피,씨네Q,27,13.6%
2022년 01월 16일(Sun),웨스트 사이드 스토리,CGV,707,10.8%
2022년 01월 16일(Sun),웨스트 사이드 스토리,롯데시네마,389,8.5%
2022년 01월 16일(Sun),웨스트 사이드 스토리,메가박스,382,10.5%
2022년 01월 16일(Sun),웨스트 사이드 스토리,씨네Q,15,7.6%
2022년 01월 17일(Mon),특송,CGV,1339,23.8%
2022년 01월 17일(Mon),특송,롯데시네마,985,25.4%
2022년 01월 17일(Mon),특송,메가박스,740,25.7%
2022년 01월 17일(Mon),특송,씨네Q,29,29.3%
2022년 01월 17일(Mon),스파이더맨: 노 웨이 홈,CGV,1168,20.8%
2022년 01월 17일(Mon),스파이더맨: 노 웨이 홈,롯데시네마,905,23.3%
2022년 01월 17일(Mon),스파이더맨: 노 웨이 홈,메가박스,541,18.8%
2022년 01월 17일(Mon),스파이더맨: 노 웨이 홈,씨네Q,19,19.2%
2022년 01월 17일(Mon),경관의 피,CGV,769,13.7%
2022년 01월 17일(Mon),경관의 피,롯데시네마,540,13.9%
2022년 01월 17일(Mon),경관의 피,메가박스,375,13.0%
2022년 01월 17일(Mon),경관의 피,씨네Q,15,15.2%
2022년 01월 17일(Mon),씽2게더,CGV,682,12.1%
2022년 01월 17일(Mon),씽2게더,롯데시네마,521,13.4%
2022년 01월 17일(Mon),씽2게더,메가박스,427,14.8%
2022년 01월 17일(Mon),씽2게더,씨네Q,11,11.1%
2022년 01월 17일(Mon),웨스트 사이드 스토리,CGV,540,9.6%
2022년 01월 17일(Mon),웨스트 사이드 스토리,롯데시네마,301,7.8%
2022년 01월 17일(Mon),웨스트 사이드 스토리,메가박스,265,9.2%
2022년 01월 17일(Mon),웨스트 사이드 스토리,씨네Q,7,7.1%
2022년 01월 18일(Tue),특송,CGV,1326,23.3%
2022년 01월 18일(Tue),특송,롯데시네마,988,24.7%
2022년 01월 18일(Tue),특송,메가박스,762,25.1%
2022년 01월 18일(Tue),특송,씨네Q,29,26.1%
2022년 01월 18일(Tue),스파이더맨: 노 웨이 홈,CGV,1198,21.1%
2022년 01월 18일(Tue),스파이더맨: 노 웨이 홈,롯데시네마,918,22.9%
2022년 01월 18일(Tue),스파이더맨: 노 웨이 홈,메가박스,595,19.6%
2022년 01월 18일(Tue),스파이더맨: 노 웨이 홈,씨네Q,21,18.9%
2022년 01월 18일(Tue),경관의 피,CGV,782,13.7%
2022년 01월 18일(Tue),경관의 피,롯데시네마,524,13.1%
2022년 01월 18일(Tue),경관의 피,메가박스,389,12.8%
2022년 01월 18일(Tue),경관의 피,씨네Q,15,13.5%
2022년 01월 18일(Tue),씽2게더,CGV,731,12.9%
2022년 01월 18일(Tue),씽2게더,롯데시네마,531,13.3%
2022년 01월 18일(Tue),씽2게더,메가박스,437,14.4%
2022년 01월 18일(Tue),씽2게더,씨네Q,11,9.9%
2022년 01월 18일(Tue),웨스트 사이드 스토리,CGV,512,9.0%
2022년 01월 18일(Tue),웨스트 사이드 스토리,롯데시네마,319,8.0%
2022년 01월 18일(Tue),웨스트 사이드 스토리,메가박스,294,9.7%
2022년 01월 18일(Tue),웨스트 사이드 스토리,씨네Q,9,8.1%
2022년 01월 19일(Wed),스파이더맨: 노 웨이 홈,CGV,1508,26.2%
2022년 01월 19일(Wed),스파이더맨: 노 웨이 홈,롯데시네마,926,22.4%
2022년 01월 19일(Wed),스파이더맨: 노 웨이 홈,메가박스,603,19.8%
2022년 01월 19일(Wed),스파이더맨: 노 웨이 홈,씨네Q,28,20.3%
2022년 01월 19일(Wed),특송,CGV,1199,20.8%
2022년 01월 19일(Wed),특송,롯데시네마,769,18.6%
2022년 01월 19일(Wed),특송,메가박스,638,21.0%
2022년 01월 19일(Wed),특송,씨네Q,35,25.4%
2022년 01월 19일(Wed),씽2게더,CGV,817,14.2%
2022년 01월 19일(Wed),씽2게더,롯데시네마,546,13.2%
2022년 01월 19일(Wed),씽2게더,메가박스,469,15.4%
2022년 01월 19일(Wed),씽2게더,씨네Q,17,12.3%
2022년 01월 19일(Wed),경관의 피,CGV,775,13.5%
2022년 01월 19일(Wed),경관의 피,롯데시네마,462,11.2%
2022년 01월 19일(Wed),경관의 피,메가박스,349,11.5%
2022년 01월 19일(Wed),경관의 피,씨네Q,16,11.6%
2022년 01월 19일(Wed),레지던트 이블: 라쿤시티,CGV,0,0.0%
2022년 01월 19일(Wed),레지던트 이블: 라쿤시티,롯데시네마,836,20.2%
2022년 01월 19일(Wed),레지던트 이블: 라쿤시티,메가박스,70,2.3%
2022년 01월 19일(Wed),레지던트 이블: 라쿤시티,씨네Q,7,5.1%
2022년 01월 20일(Thu),스파이더맨: 노 웨이 홈,CGV,1521,26.8%
2022년 01월 20일(Thu),스파이더맨: 노 웨이 홈,롯데시네마,914,22.4%
2022년 01월 20일(Thu),스파이더맨: 노 웨이 홈,메가박스,581,18.8%
2022년 01월 20일(Thu),스파이더맨: 노 웨이 홈,씨네Q,26,17.1%
2022년 01월 20일(Thu),특송,CGV,1189,20.9%
