Date,Movie,Chain,Screenings,Screen_Share(%)
2020년 12월 01일(Tue),도굴,CGV,696,17.1%
2020년 12월 01일(Tue),도굴,롯데시네마,441,16.9%
2020년 12월 01일(Tue),도굴,메가박스,343,15.0%
2020년 12월 01일(Tue),도굴,씨네Q,20,20.2%
2020년 12월 01일(Tue),런,CGV,612,15.0%
2020년 12월 01일(Tue),런,롯데시네마,417,16.0%
2020년 12월 01일(Tue),런,메가박스,272,11.9%
2020년 12월 01일(Tue),런,씨네Q,12,12.1%
2020년 12월 01일(Tue),프리키 데스데이,CGV,417,10.2%
2020년 12월 01일(Tue),프리키 데스데이,롯데시네마,281,10.8%
2020년 12월 01일(Tue),프리키 데스데이,메가박스,186,8.1%
2020년 12월 01일(Tue),프리키 데스데이,씨네Q,8,8.1%
2020년 12월 01일(Tue),삼진그룹 영어토익반,CGV,152,3.7%
2020년 12월 01일(Tue),삼진그룹 영어토익반,롯데시네마,176,6.7%
2020년 12월 01일(Tue),삼진그룹 영어토익반,메가박스,103,4.5%
2020년 12월 01일(Tue),삼진그룹 영어토익반,씨네Q,4,4.0%
2020년 12월 02일(Wed),이웃사촌,CGV,1259,31.6%
2020년 12월 02일(Wed),이웃사촌,롯데시네마,765,31.6%
2020년 12월 02일(Wed),이웃사촌,메가박스,660,29.6%
2020년 12월 02일(Wed),이웃사촌,씨네Q,45,46.4%
2020년 12월 02일(Wed),더 프롬,CGV,619,15.5%
2020년 12월 02일(Wed),더 프롬,롯데시네마,437,18.1%
2020년 12월 02일(Wed),더 프롬,메가박스,436,19.5%
2020년 12월 02일(Wed),더 프롬,씨네Q,13,13.4%
2020년 12월 02일(Wed),도굴,CGV,615,15.4%
2020년 12월 02일(Wed),도굴,롯데시네마,370,15.3%
2020년 12월 02일(Wed),도굴,메가박스,279,12.5%
2020년 12월 02일(Wed),도굴,씨네Q,12,12.4%
2020년 12월 02일(Wed),런,CGV,562,14.1%
2020년 12월 02일(Wed),런,롯데시네마,299,12.4%
2020년 12월 02일(Wed),런,메가박스,249,11.2%
2020년 12월 02일(Wed),런,씨네Q,10,10.3%
2020년 12월 02일(Wed),프리키 데스데이,CGV,301,7.5%
2020년 12월 02일(Wed),프리키 데스데이,롯데시네마,150,6.2%
2020년 12월 02일(Wed),프리키 데스데이,메가박스,96,4.3%
2020년 12월 02일(Wed),프리키 데스데이,씨네Q,6,6.2%
2020년 12월 03일(Thu),이웃사촌,CGV,1140,29.0%
2020년 12월 03일(Thu),이웃사촌,롯데시네마,775,31.5%
2020년 12월 03일(Thu),이웃사촌,메가박스,658,29.7%
2020년 12월 03일(Thu),이웃사촌,씨네Q,48,35.3%
2020년 12월 03일(Thu),도굴,CGV,564,14.3%
2020년 12월 03일(Thu),도굴,롯데시네마,376,15.3%
2020년 12월 03일(Thu),도굴,메가박스,263,11.9%
2020년 12월 03일(Thu),도굴,씨네Q,17,12.5%
2020년 12월 03일(Thu),더 프롬,CGV,467,11.9%
2020년 12월 03일(Thu),더 프롬,롯데시네마,374,15.2%
2020년 12월 03일(Thu),더 프롬,메가박스,342,15.4%
2020년 12월 03일(Thu),더 프롬,씨네Q,12,8.8%
2020년 12월 03일(Thu),런,CGV,514,13.1%
2020년 12월 03일(Thu),런,롯데시네마,339,13.8%
2020년 12월 03일(Thu),런,메가박스,241,10.9%
2020년 12월 03일(Thu),런,씨네Q,12,8.8%
2020년 12월 03일(Thu),프리키 데스데이,CGV,217,5.5%
2020년 12월 03일(Thu),프리키 데스데이,롯데시네마,150,6.1%
2020년 12월 03일(Thu),프리키 데스데이,메가박스,100,4.5%
2020년 12월 03일(Thu),프리키 데스데이,씨네Q,4,2.9%
2020년 12월 04일(Fri),이웃사촌,CGV,1114,29.4%
2020년 12월 04일(Fri),이웃사촌,롯데시네마,849,32.8%
2020년 12월 04일(Fri),이웃사촌,메가박스,704,32.0%
2020년 12월 04일(Fri),이웃사촌,씨네Q,41,33.9%
2020년 12월 04일(Fri),도굴,CGV,561,14.8%
2020년 12월 04일(Fri),도굴,롯데시네마,417,16.1%
2020년 12월 04일(Fri),도굴,메가박스,275,12.5%
2020년 12월 04일(Fri),도굴,씨네Q,20,16.5%
2020년 12월 04일(Fri),더 프롬,CGV,439,11.6%
2020년 12월 04일(Fri),더 프롬,롯데시네마,358,13.8%
2020년 12월 04일(Fri),더 프롬,메가박스,329,14.9%
2020년 12월 04일(Fri),더 프롬,씨네Q,11,9.1%
2020년 12월 04일(Fri),런,CGV,475,12.5%
2020년 12월 04일(Fri),런,롯데시네마,360,13.9%
2020년 12월 04일(Fri),런,메가박스,237,10.8%
2020년 12월 04일(Fri),런,씨네Q,11,9.1%
2020년 12월 04일(Fri),프리키 데스데이,CGV,204,5.4%
2020년 12월 04일(Fri),프리키 데스데이,롯데시네마,156,6.0%
2020년 12월 04일(Fri),프리키 데스데이,메가박스,94,4.3%
2020년 12월 04일(Fri),프리키 데스데이,씨네Q,3,2.5%
2020년 12월 05일(Sat),이웃사촌,CGV,1282,29.8%
2020년 12월 05일(Sat),이웃사촌,롯데시네마,1004,33.6%
2020년 12월 05일(Sat),이웃사촌,메가박스,847,32.8%
2020년 12월 05일(Sat),이웃사촌,씨네Q,50,39.1%
2020년 12월 05일(Sat),도굴,CGV,711,16.5%
2020년 12월 05일(Sat),도굴,롯데시네마,514,17.2%
2020년 12월 05일(Sat),도굴,메가박스,354,13.7%
2020년 12월 05일(Sat),도굴,씨네Q,22,17.2%
2020년 12월 05일(Sat),런,CGV,574,13.3%
2020년 12월 05일(Sat),런,롯데시네마,469,15.7%
2020년 12월 05일(Sat),런,메가박스,312,12.1%
2020년 12월 05일(Sat),런,씨네Q,10,7.8%
2020년 12월 05일(Sat),더 프롬,CGV,460,10.7%
2020년 12월 05일(Sat),더 프롬,롯데시네마,300,10.0%
2020년 12월 05일(Sat),더 프롬,메가박스,347,13.4%
2020년 12월 05일(Sat),더 프롬,씨네Q,15,11.7%
2020년 12월 05일(Sat),프리키 데스데이,CGV,214,5.0%
2020년 12월 05일(Sat),프리키 데스데이,롯데시네마,163,5.5%
2020년 12월 05일(Sat),프리키 데스데이,메가박스,90,3.5%
2020년 12월 05일(Sat),프리키 데스데이,씨네Q,4,3.1%
2020년 12월 06일(Sun),이웃사촌,CGV,1268,30.6%
2020년 12월 06일(Sun),이웃사촌,롯데시네마,982,34.5%
2020년 12월 06일(Sun),이웃사촌,메가박스,835,32.7%
2020년 12월 06일(Sun),이웃사촌,씨네Q,50,38.2%
2020년 12월 06일(Sun),도굴,CGV,673,16.2%
2020년 12월 06일(Sun),도굴,롯데시네마,507,17.8%
2020년 12월 06일(Sun),도굴,메가박스,354,13.9%
2020년 12월 06일(Sun),도굴,씨네Q,19,14.5%
2020년 12월 06일(Sun),런,CGV,538,13.0%
2020년 12월 06일(Sun),런,롯데시네마,418,14.7%
2020년 12월 06일(Sun),런,메가박스,281,11.0%
2020년 12월 06일(Sun),런,씨네Q,9,6.9%
2020년 12월 06일(Sun),더 프롬,CGV,418,10.1%
2020년 12월 06일(Sun),더 프롬,롯데시네마,248,8.7%
2020년 12월 06일(Sun),더 프롬,메가박스,335,13.1%
2020년 12월 06일(Sun),더 프롬,씨네Q,17,13.0%
2020년 12월 06일(Sun),프리키 데스데이,CGV,211,5.1%
2020년 12월 06일(Sun),프리키 데스데이,롯데시네마,146,5.1%
2020년 12월 06일(Sun),프리키 데스데이,메가박스,98,3.8%
2020년 12월 06일(Sun),프리키 데스데이,씨네Q,6,4.6%
2020년 12월 07일(Mon),이웃사촌,CGV,877,30.2%
2020년 12월 07일(Mon),이웃사촌,롯데시네마,641,34.7%
2020년 12월 07일(Mon),이웃사촌,메가박스,512,32.2%
2020년 12월 07일(Mon),이웃사촌,씨네Q,31,36.9%
2020년 12월 07일(Mon),도굴,CGV,444,15.3%
2020년 12월 07일(Mon),도굴,롯데시네마,331,17.9%
2020년 12월 07일(Mon),도굴,메가박스,221,13.9%
2020년 12월 07일(Mon),도굴,씨네Q,13,15.5%
2020년 12월 07일(Mon),런,CGV,405,14.0%
2020년 12월 07일(Mon),런,롯데시네마,280,15.2%
2020년 12월 07일(Mon),런,메가박스,187,11.8%
2020년 12월 07일(Mon),런,씨네Q,10,11.9%
2020년 12월 07일(Mon),더 프롬,CGV,270,9.3%
2020년 12월 07일(Mon),더 프롬,롯데시네마,159,8.6%
2020년 12월 07일(Mon),더 프롬,메가박스,159,10.0%
2020년 12월 07일(Mon),더 프롬,씨네Q,6,7.1%
2020년 12월 07일(Mon),프리키 데스데이,CGV,163,5.6%
2020년 12월 07일(Mon),프리키 데스데이,롯데시네마,96,5.2%
2020년 12월 07일(Mon),프리키 데스데이,메가박스,54,3.4%
2020년 12월 07일(Mon),프리키 데스데이,씨네Q,1,1.2%
2020년 12월 08일(Tue),이웃사촌,CGV,766,28.3%
2020년 12월 08일(Tue),이웃사촌,롯데시네마,586,34.2%
2020년 12월 08일(Tue),이웃사촌,메가박스,482,31.9%
2020년 12월 08일(Tue),이웃사촌,씨네Q,32,43.2%
2020년 12월 08일(Tue),도굴,CGV,412,15.2%
2020년 12월 08일(Tue),도굴,롯데시네마,290,16.9%
2020년 12월 08일(Tue),도굴,메가박스,204,13.5%
2020년 12월 08일(Tue),도굴,씨네Q,13,17.6%
2020년 12월 08일(Tue),런,CGV,401,14.8%
2020년 12월 08일(Tue),런,롯데시네마,266,15.5%
2020년 12월 08일(Tue),런,메가박스,157,10.4%
2020년 12월 08일(Tue),런,씨네Q,5,6.8%
2020년 12월 08일(Tue),더 프롬,CGV,221,8.2%
2020년 12월 08일(Tue),더 프롬,롯데시네마,155,9.0%
2020년 12월 08일(Tue),더 프롬,메가박스,167,11.1%
2020년 12월 08일(Tue),더 프롬,씨네Q,6,8.1%
2020년 12월 08일(Tue),프리키 데스데이,CGV,145,5.4%
2020년 12월 08일(Tue),프리키 데스데이,롯데시네마,87,5.1%
2020년 12월 08일(Tue),프리키 데스데이,메가박스,47,3.1%
2020년 12월 08일(Tue),프리키 데스데이,씨네Q,1,1.4%
2020년 12월 09일(Wed),이웃사촌,CGV,810,29.2%
2020년 12월 09일(Wed),이웃사촌,롯데시네마,599,33.1%
2020년 12월 09일(Wed),이웃사촌,메가박스,463,27.7%
2020년 12월 09일(Wed),이웃사촌,씨네Q,27,33.3%
2020년 12월 09일(Wed),도굴,CGV,462,16.7%
2020년 12월 09일(Wed),도굴,롯데시네마,314,17.4%
2020년 12월 09일(Wed),도굴,메가박스,201,12.0%
2020년 12월 09일(Wed),도굴,씨네Q,8,9.9%
2020년 12월 09일(Wed),런,CGV,423,15.3%
2020년 12월 09일(Wed),런,롯데시네마,269,14.9%
2020년 12월 09일(Wed),런,메가박스,189,11.3%
2020년 12월 09일(Wed),런,씨네Q,9,11.1%
2020년 12월 09일(Wed),더 프롬,CGV,221,8.0%
2020년 12월 09일(Wed),더 프롬,롯데시네마,72,4.0%
2020년 12월 09일(Wed),더 프롬,메가박스,123,7.4%
2020년 12월 09일(Wed),더 프롬,씨네Q,5,6.2%
2020년 12월 09일(Wed),미드나이트 스카이,CGV,77,2.8%
2020년 12월 09일(Wed),미드나이트 스카이,롯데시네마,178,9.9%
2020년 12월 09일(Wed),미드나이트 스카이,메가박스,163,9.8%
2020년 12월 09일(Wed),미드나이트 스카이,씨네Q,10,12.3%
2020년 12월 10일(Thu),조제,CGV,1107,35.2%
2020년 12월 10일(Thu),조제,롯데시네마,898,41.0%
2020년 12월 10일(Thu),조제,메가박스,812,40.1%
2020년 12월 10일(Thu),조제,씨네Q,30,36.1%
2020년 12월 10일(Thu),이웃사촌,CGV,506,16.1%
2020년 12월 10일(Thu),이웃사촌,롯데시네마,431,19.7%
2020년 12월 10일(Thu),이웃사촌,메가박스,313,15.5%
2020년 12월 10일(Thu),이웃사촌,씨네Q,17,20.5%
2020년 12월 10일(Thu),도굴,CGV,278,8.8%
2020년 12월 10일(Thu),도굴,롯데시네마,222,10.1%
2020년 12월 10일(Thu),도굴,메가박스,176,8.7%
2020년 12월 10일(Thu),도굴,씨네Q,7,8.4%
2020년 12월 10일(Thu),런,CGV,220,7.0%
2020년 12월 10일(Thu),런,롯데시네마,178,8.1%
2020년 12월 10일(Thu),런,메가박스,101,5.0%
2020년 12월 10일(Thu),런,씨네Q,4,4.8%
2020년 12월 10일(Thu),800,CGV,356,11.3%
2020년 12월 10일(Thu),800,롯데시네마,3,0.1%
2020년 12월 10일(Thu),800,메가박스,5,0.2%
2020년 12월 10일(Thu),800,씨네Q,8,9.6%
2020년 12월 11일(Fri),조제,CGV,1087,34.1%
2020년 12월 11일(Fri),조제,롯데시네마,869,38.9%
2020년 12월 11일(Fri),조제,메가박스,793,39.0%
2020년 12월 11일(Fri),조제,씨네Q,30,30.3%
2020년 12월 11일(Fri),이웃사촌,CGV,503,15.8%
2020년 12월 11일(Fri),이웃사촌,롯데시네마,459,20.6%
2020년 12월 11일(Fri),이웃사촌,메가박스,331,16.3%
2020년 12월 11일(Fri),이웃사촌,씨네Q,22,22.2%
2020년 12월 11일(Fri),도굴,CGV,286,9.0%
2020년 12월 11일(Fri),도굴,롯데시네마,245,11.0%
2020년 12월 11일(Fri),도굴,메가박스,190,9.4%
2020년 12월 11일(Fri),도굴,씨네Q,12,12.1%
2020년 12월 11일(Fri),런,CGV,259,8.1%
2020년 12월 11일(Fri),런,롯데시네마,204,9.1%
2020년 12월 11일(Fri),런,메가박스,106,5.2%
2020년 12월 11일(Fri),런,씨네Q,6,6.1%
2020년 12월 11일(Fri),800,CGV,340,10.7%
2020년 12월 11일(Fri),800,롯데시네마,3,0.1%
2020년 12월 11일(Fri),800,메가박스,7,0.3%
2020년 12월 11일(Fri),800,씨네Q,8,8.1%
2020년 12월 12일(Sat),조제,CGV,1236,35.3%
2020년 12월 12일(Sat),조제,롯데시네마,1061,39.4%
2020년 12월 12일(Sat),조제,메가박스,887,36.7%
2020년 12월 12일(Sat),조제,씨네Q,35,31.8%
2020년 12월 12일(Sat),이웃사촌,CGV,554,15.8%
2020년 12월 12일(Sat),이웃사촌,롯데시네마,516,19.2%
2020년 12월 12일(Sat),이웃사촌,메가박스,436,18.0%
2020년 12월 12일(Sat),이웃사촌,씨네Q,27,24.5%
2020년 12월 12일(Sat),도굴,CGV,325,9.3%
2020년 12월 12일(Sat),도굴,롯데시네마,280,10.4%
2020년 12월 12일(Sat),도굴,메가박스,206,8.5%
2020년 12월 12일(Sat),도굴,씨네Q,10,9.1%
2020년 12월 12일(Sat),런,CGV,286,8.2%
2020년 12월 12일(Sat),런,롯데시네마,253,9.4%
2020년 12월 12일(Sat),런,메가박스,151,6.3%
2020년 12월 12일(Sat),런,씨네Q,7,6.4%
2020년 12월 12일(Sat),800,CGV,371,10.6%
2020년 12월 12일(Sat),800,롯데시네마,1,0.0%
2020년 12월 12일(Sat),800,메가박스,6,0.2%
2020년 12월 12일(Sat),800,씨네Q,8,7.3%
2020년 12월 13일(Sun),조제,CGV,1188,34.4%
2020년 12월 13일(Sun),조제,롯데시네마,1003,38.8%
2020년 12월 13일(Sun),조제,메가박스,841,36.0%
2020년 12월 13일(Sun),조제,씨네Q,36,31.3%
2020년 12월 13일(Sun),이웃사촌,CGV,565,16.4%
2020년 12월 13일(Sun),이웃사촌,롯데시네마,499,19.3%
2020년 12월 13일(Sun),이웃사촌,메가박스,425,18.2%
2020년 12월 13일(Sun),이웃사촌,씨네Q,27,23.5%
2020년 12월 13일(Sun),도굴,CGV,319,9.2%
2020년 12월 13일(Sun),도굴,롯데시네마,297,11.5%
2020년 12월 13일(Sun),도굴,메가박스,205,8.8%
2020년 12월 13일(Sun),도굴,씨네Q,12,10.4%
2020년 12월 13일(Sun),런,CGV,281,8.1%
2020년 12월 13일(Sun),런,롯데시네마,247,9.6%
2020년 12월 13일(Sun),런,메가박스,153,6.6%
2020년 12월 13일(Sun),런,씨네Q,7,6.1%
2020년 12월 13일(Sun),800,CGV,357,10.3%
2020년 12월 13일(Sun),800,롯데시네마,2,0.1%
2020년 12월 13일(Sun),800,메가박스,6,0.3%
2020년 12월 13일(Sun),800,씨네Q,7,6.1%
2020년 12월 14일(Mon),조제,CGV,956,36.2%
2020년 12월 14일(Mon),조제,롯데시네마,713,40.8%
2020년 12월 14일(Mon),조제,메가박스,581,37.8%
2020년 12월 14일(Mon),조제,씨네Q,18,32.7%
2020년 12월 14일(Mon),이웃사촌,CGV,401,15.2%
2020년 12월 14일(Mon),이웃사촌,롯데시네마,292,16.7%
2020년 12월 14일(Mon),이웃사촌,메가박스,257,16.7%
2020년 12월 14일(Mon),이웃사촌,씨네Q,13,23.6%
2020년 12월 14일(Mon),도굴,CGV,257,9.7%
2020년 12월 14일(Mon),도굴,롯데시네마,224,12.8%
2020년 12월 14일(Mon),도굴,메가박스,148,9.6%
2020년 12월 14일(Mon),도굴,씨네Q,4,7.3%
2020년 12월 14일(Mon),런,CGV,223,8.4%
2020년 12월 14일(Mon),런,롯데시네마,153,8.7%
2020년 12월 14일(Mon),런,메가박스,98,6.4%
2020년 12월 14일(Mon),런,씨네Q,3,5.5%
2020년 12월 14일(Mon),800,CGV,282,10.7%
2020년 12월 14일(Mon),800,롯데시네마,0,0.0%
2020년 12월 14일(Mon),800,메가박스,3,0.2%
2020년 12월 14일(Mon),800,씨네Q,5,9.1%
2020년 12월 15일(Tue),조제,CGV,873,35.7%
2020년 12월 15일(Tue),조제,롯데시네마,673,39.0%
2020년 12월 15일(Tue),조제,메가박스,569,37.1%
2020년 12월 15일(Tue),조제,씨네Q,19,39.6%
2020년 12월 15일(Tue),이웃사촌,CGV,365,14.9%
2020년 12월 15일(Tue),이웃사촌,롯데시네마,292,16.9%
2020년 12월 15일(Tue),이웃사촌,메가박스,241,15.7%
2020년 12월 15일(Tue),이웃사촌,씨네Q,8,16.7%
2020년 12월 15일(Tue),도굴,CGV,221,9.0%
2020년 12월 15일(Tue),도굴,롯데시네마,236,13.7%
2020년 12월 15일(Tue),도굴,메가박스,148,9.6%
2020년 12월 15일(Tue),도굴,씨네Q,2,4.2%
2020년 12월 15일(Tue),런,CGV,213,8.7%
2020년 12월 15일(Tue),런,롯데시네마,147,8.5%
2020년 12월 15일(Tue),런,메가박스,95,6.2%
2020년 12월 15일(Tue),런,씨네Q,3,6.3%
2020년 12월 15일(Tue),800,CGV,262,10.7%
2020년 12월 15일(Tue),800,롯데시네마,2,0.1%
2020년 12월 15일(Tue),800,메가박스,3,0.2%
2020년 12월 15일(Tue),800,씨네Q,5,10.4%
2020년 12월 16일(Wed),조제,CGV,892,33.6%
2020년 12월 16일(Wed),조제,롯데시네마,644,39.6%
2020년 12월 16일(Wed),조제,메가박스,521,31.7%
2020년 12월 16일(Wed),조제,씨네Q,24,33.3%
2020년 12월 16일(Wed),이웃사촌,CGV,372,14.0%
2020년 12월 16일(Wed),이웃사촌,롯데시네마,259,15.9%
2020년 12월 16일(Wed),이웃사촌,메가박스,208,12.7%
2020년 12월 16일(Wed),이웃사촌,씨네Q,17,23.6%
2020년 12월 16일(Wed),도굴,CGV,236,8.9%
2020년 12월 16일(Wed),도굴,롯데시네마,249,15.3%
2020년 12월 16일(Wed),도굴,메가박스,148,9.0%
2020년 12월 16일(Wed),도굴,씨네Q,6,8.3%
2020년 12월 16일(Wed),런,CGV,211,7.9%
2020년 12월 16일(Wed),런,롯데시네마,155,9.5%
2020년 12월 16일(Wed),런,메가박스,84,5.1%
2020년 12월 16일(Wed),런,씨네Q,3,4.2%
2020년 12월 16일(Wed),800,CGV,269,10.1%
2020년 12월 16일(Wed),800,롯데시네마,2,0.1%
2020년 12월 16일(Wed),800,메가박스,1,0.1%
2020년 12월 16일(Wed),800,씨네Q,4,5.6%
2020년 12월 17일(Thu),조제,CGV,870,32.8%
2020년 12월 17일(Thu),조제,롯데시네마,614,35.0%
2020년 12월 17일(Thu),조제,메가박스,509,30.9%
2020년 12월 17일(Thu),조제,씨네Q,24,32.9%
2020년 12월 17일(Thu),이웃사촌,CGV,340,12.8%
2020년 12월 17일(Thu),이웃사촌,롯데시네마,254,14.5%
2020년 12월 17일(Thu),이웃사촌,메가박스,201,12.2%
2020년 12월 17일(Thu),이웃사촌,씨네Q,13,17.8%
2020년 12월 17일(Thu),도굴,CGV,220,8.3%
2020년 12월 17일(Thu),도굴,롯데시네마,246,14.0%
2020년 12월 17일(Thu),도굴,메가박스,141,8.6%
2020년 12월 17일(Thu),도굴,씨네Q,6,8.2%
2020년 12월 17일(Thu),런,CGV,206,7.8%
2020년 12월 17일(Thu),런,롯데시네마,147,8.4%
2020년 12월 17일(Thu),런,메가박스,72,4.4%
2020년 12월 17일(Thu),런,씨네Q,3,4.1%
2020년 12월 17일(Thu),언플랜드,CGV,123,4.6%
2020년 12월 17일(Thu),언플랜드,롯데시네마,163,9.3%
2020년 12월 17일(Thu),언플랜드,메가박스,64,3.9%
2020년 12월 17일(Thu),언플랜드,씨네Q,2,2.7%
2020년 12월 18일(Fri),조제,CGV,889,32.6%
2020년 12월 18일(Fri),조제,롯데시네마,642,34.2%
2020년 12월 18일(Fri),조제,메가박스,521,31.1%
2020년 12월 18일(Fri),조제,씨네Q,26,32.9%
2020년 12월 18일(Fri),이웃사촌,CGV,368,13.5%
2020년 12월 18일(Fri),이웃사촌,롯데시네마,285,15.2%
2020년 12월 18일(Fri),이웃사촌,메가박스,231,13.8%
2020년 12월 18일(Fri),이웃사촌,씨네Q,10,12.7%
2020년 12월 18일(Fri),도굴,CGV,242,8.9%
2020년 12월 18일(Fri),도굴,롯데시네마,267,14.2%
2020년 12월 18일(Fri),도굴,메가박스,156,9.3%
2020년 12월 18일(Fri),도굴,씨네Q,9,11.4%
2020년 12월 18일(Fri),런,CGV,228,8.4%
2020년 12월 18일(Fri),런,롯데시네마,165,8.8%
2020년 12월 18일(Fri),런,메가박스,85,5.1%
2020년 12월 18일(Fri),런,씨네Q,4,5.1%
2020년 12월 18일(Fri),언플랜드,CGV,122,4.5%
2020년 12월 18일(Fri),언플랜드,롯데시네마,175,9.3%
2020년 12월 18일(Fri),언플랜드,메가박스,59,3.5%
2020년 12월 18일(Fri),언플랜드,씨네Q,2,2.5%
2020년 12월 19일(Sat),조제,CGV,1011,32.4%
2020년 12월 19일(Sat),조제,롯데시네마,801,34.1%
2020년 12월 19일(Sat),조제,메가박스,698,31.9%
2020년 12월 19일(Sat),조제,씨네Q,30,32.3%
2020년 12월 19일(Sat),이웃사촌,CGV,455,14.6%
2020년 12월 19일(Sat),이웃사촌,롯데시네마,359,15.3%
2020년 12월 19일(Sat),이웃사촌,메가박스,312,14.3%
2020년 12월 19일(Sat),이웃사촌,씨네Q,19,20.4%
2020년 12월 19일(Sat),도굴,CGV,281,9.0%
2020년 12월 19일(Sat),도굴,롯데시네마,352,15.0%
2020년 12월 19일(Sat),도굴,메가박스,220,10.1%
2020년 12월 19일(Sat),도굴,씨네Q,12,12.9%
2020년 12월 19일(Sat),런,CGV,253,8.1%
2020년 12월 19일(Sat),런,롯데시네마,218,9.3%
2020년 12월 19일(Sat),런,메가박스,114,5.2%
2020년 12월 19일(Sat),런,씨네Q,3,3.2%
2020년 12월 19일(Sat),언플랜드,CGV,139,4.4%
2020년 12월 19일(Sat),언플랜드,롯데시네마,176,7.5%
2020년 12월 19일(Sat),언플랜드,메가박스,75,3.4%
2020년 12월 19일(Sat),언플랜드,씨네Q,1,1.1%
