voting_date,released_date,title,audience,total_audience
2021-12-13,2021-11-25,싸나희 순정,64,3837
2021-12-12,2021-11-25,싸나희 순정,33,3773
2021-12-11,2021-11-25,싸나희 순정,66,3740
2021-12-10,2021-11-25,싸나희 순정,48,3674
2021-12-09,2021-11-25,싸나희 순정,145,3626
2021-12-08,2021-11-25,싸나희 순정,15,3481
2021-12-07,2021-11-25,싸나희 순정,8,3466
2021-12-06,2021-11-25,싸나희 순정,4,3458
2021-12-05,2021-11-25,싸나희 순정,12,3454
2021-12-04,2021-11-25,싸나희 순정,10,3442
2021-12-03,2021-11-25,싸나희 순정,10,3432
2021-12-02,2021-11-25,싸나희 순정,12,3422
2021-12-01,2021-11-25,싸나희 순정,237,3410
2021-11-30,2021-11-25,싸나희 순정,369,3173
2021-11-29,2021-11-25,싸나희 순정,105,2804
2021-11-28,2021-11-25,싸나희 순정,230,2699
2021-11-27,2021-11-25,싸나희 순정,195,2469
2021-11-26,2021-11-25,싸나희 순정,751,2274
2021-11-25,2021-11-25,싸나희 순정,649,1523
2021-11-24,2021-11-25,싸나희 순정,268,874
2021-11-19,2021-11-25,싸나희 순정,411,606
2021-11-16,2021-11-25,싸나희 순정,195,195
2021-01-04,1900-01-01,"싸이더:애,심",8,216
2021-01-03,1900-01-01,"싸이더:애,심",7,208
2021-01-02,1900-01-01,"싸이더:애,심",7,201
2020-12-31,1900-01-01,"싸이더:애,심",6,194
2020-12-30,1900-01-01,"싸이더:애,심",7,188
2020-12-29,1900-01-01,"싸이더:애,심",7,181
2020-12-28,1900-01-01,"싸이더:애,심",7,174
2020-12-27,1900-01-01,"싸이더:애,심",6,167
2020-12-26,1900-01-01,"싸이더:애,심",8,161
2020-12-25,1900-01-01,"싸이더:애,심",7,153
2020-12-24,1900-01-01,"싸이더:애,심",4,146
2020-12-22,1900-01-01,"싸이더:애,심",6,142
2020-12-21,1900-01-01,"싸이더:애,심",7,136
2020-12-20,1900-01-01,"싸이더:애,심",5,129
2020-12-19,1900-01-01,"싸이더:애,심",7,124
2020-12-18,1900-01-01,"싸이더:애,심",4,117
2020-12-17,1900-01-01,"싸이더:애,심",7,113
2020-12-16,1900-01-01,"싸이더:애,심",7,106
2020-12-15,1900-01-01,"싸이더:애,심",8,99
2020-12-14,1900-01-01,"싸이더:애,심",7,91
2020-12-13,1900-01-01,"싸이더:애,심",8,84
2020-12-12,1900-01-01,"싸이더:애,심",7,76
2020-12-11,1900-01-01,"싸이더:애,심",4,69
2020-12-09,1900-01-01,"싸이더:애,심",8,65
2020-12-08,1900-01-01,"싸이더:애,심",8,57
2020-12-07,1900-01-01,"싸이더:애,심",9,49
2020-12-06,1900-01-01,"싸이더:애,심",7,40
2020-12-05,1900-01-01,"싸이더:애,심",8,33
2020-12-04,1900-01-01,"싸이더:애,심",6,25
2020-12-03,1900-01-01,"싸이더:애,심",4,19
2020-12-02,1900-01-01,"싸이더:애,심",8,15
2020-12-01,1900-01-01,"싸이더:애,심",7,7
2020-11-23,2006-12-07,싸이보그지만 괜찮아,8,675991
2020-11-20,2006-12-07,싸이보그지만 괜찮아,13,675983
2020-11-17,2006-12-07,싸이보그지만 괜찮아,2,675970
2020-11-14,2006-12-07,싸이보그지만 괜찮아,15,675968
2020-11-11,2006-12-07,싸이보그지만 괜찮아,20,675953
2020-11-08,2006-12-07,싸이보그지만 괜찮아,60,675933
2023-07-29,2011-05-04,써니,315,7363457
2022-10-17,2011-05-04,써니,1,7363142
2022-10-16,2011-05-04,써니,1,7363141
2022-10-15,2011-05-04,써니,1,7363140
2022-03-27,2011-07-28,써니 감독판,18,90594
2023-08-28,1990-05-05,써커스,13,1167
2023-08-26,1990-05-05,써커스,8,1154
2023-08-22,1990-05-05,써커스,10,1146
2023-08-17,1990-05-05,써커스,13,1136
2023-06-27,1990-05-05,써커스,11,1123
2023-03-09,1990-05-05,써커스,19,1112
2023-03-05,1990-05-05,써커스,14,1093
2021-09-15,1990-05-05,써커스,10,1079
2021-09-14,1990-05-05,써커스,5,1069
2021-09-13,1990-05-05,써커스,4,1064
2021-09-10,1990-05-05,써커스,1,1060
2021-09-09,1990-05-05,써커스,9,1059
2021-09-08,1990-05-05,써커스,9,1050
2021-09-06,1990-05-05,써커스,4,1041
2021-09-04,1990-05-05,써커스,38,1037
2021-09-03,1990-05-05,써커스,17,999
2021-08-31,1990-05-05,써커스,11,982
2021-08-30,1990-05-05,써커스,19,971
2021-08-29,1990-05-05,써커스,45,952
2021-08-27,1990-05-05,써커스,14,907
2021-08-26,1990-05-05,써커스,25,893
2021-08-25,1990-05-05,써커스,35,868
2022-11-01,2022-09-21,썬더버드,12,6227
2022-10-26,2022-09-21,썬더버드,2,6215
2022-10-23,2022-09-21,썬더버드,2,6213
2022-10-19,2022-09-21,썬더버드,3,6211
2022-10-17,2022-09-21,썬더버드,2,6208
2022-10-16,2022-09-21,썬더버드,1,6206
2022-10-15,2022-09-21,썬더버드,1,6205
2022-10-14,2022-09-21,썬더버드,1,6204
2022-10-13,2022-09-21,썬더버드,3,6203
2022-10-12,2022-09-21,썬더버드,2,6200
2022-10-11,2022-09-21,썬더버드,4,6198
2022-10-10,2022-09-21,썬더버드,7,6194
2022-10-09,2022-09-21,썬더버드,9,6187
2022-10-08,2022-09-21,썬더버드,3,6178
2022-10-07,2022-09-21,썬더버드,4,6175
2022-10-06,2022-09-21,썬더버드,6,6171
2022-10-05,2022-09-21,썬더버드,4,6165
2022-10-04,2022-09-21,썬더버드,17,6161
2022-10-03,2022-09-21,썬더버드,30,6144
2022-10-02,2022-09-21,썬더버드,23,6114
2022-10-01,2022-09-21,썬더버드,13,6091
2022-09-30,2022-09-21,썬더버드,18,6078
2022-09-29,2022-09-21,썬더버드,18,6060
2022-09-28,2022-09-21,썬더버드,27,6042
2022-09-27,2022-09-21,썬더버드,664,6015
2022-09-26,2022-09-21,썬더버드,219,5351
2022-09-25,2022-09-21,썬더버드,593,5132
2022-09-24,2022-09-21,썬더버드,850,4539
2022-09-23,2022-09-21,썬더버드,870,3689
2022-09-22,2022-09-21,썬더버드,1100,2819
2022-09-21,2022-09-21,썬더버드,1073,1719
2022-09-14,2022-09-21,썬더버드,480,646
2022-09-05,2022-09-21,썬더버드,166,166
2021-06-22,2021-06-03,썰,401,3432
2021-06-20,2021-06-03,썰,24,3031
2021-06-19,2021-06-03,썰,25,3007
2021-06-18,2021-06-03,썰,27,2982
2021-06-17,2021-06-03,썰,23,2955
2021-06-16,2021-06-03,썰,36,2932
2021-06-15,2021-06-03,썰,65,2896
2021-06-14,2021-06-03,썰,53,2831
2021-06-13,2021-06-03,썰,74,2778
2021-06-12,2021-06-03,썰,64,2704
2021-06-11,2021-06-03,썰,52,2640
2021-06-10,2021-06-03,썰,161,2588
2021-06-09,2021-06-03,썰,89,2427
2021-06-08,2021-06-03,썰,234,2338
2021-06-07,2021-06-03,썰,198,2104
2021-06-06,2021-06-03,썰,358,1906
2021-06-05,2021-06-03,썰,344,1548
2021-06-04,2021-06-03,썰,302,1204
2021-06-03,2021-06-03,썰,308,902
2021-05-26,2021-06-03,썰,594,594
2022-10-17,2015-02-05,쎄시봉,1,1715373
2022-10-15,2015-02-05,쎄시봉,2,1715372
2022-06-08,2022-05-18,쏴!쏴!쏴!쏴!탕,1,231
2022-06-07,2022-05-18,쏴!쏴!쏴!쏴!탕,1,230
2022-06-06,2022-05-18,쏴!쏴!쏴!쏴!탕,4,229
2022-06-05,2022-05-18,쏴!쏴!쏴!쏴!탕,0,225
2022-06-02,2022-05-18,쏴!쏴!쏴!쏴!탕,2,225
2022-05-29,2022-05-18,쏴!쏴!쏴!쏴!탕,13,223
2022-05-28,2022-05-18,쏴!쏴!쏴!쏴!탕,3,210
2022-05-27,2022-05-18,쏴!쏴!쏴!쏴!탕,2,207
2022-05-26,2022-05-18,쏴!쏴!쏴!쏴!탕,1,205
2022-05-25,2022-05-18,쏴!쏴!쏴!쏴!탕,2,204
2022-05-24,2022-05-18,쏴!쏴!쏴!쏴!탕,13,202
2022-05-23,2022-05-18,쏴!쏴!쏴!쏴!탕,2,189
2022-05-22,2022-05-18,쏴!쏴!쏴!쏴!탕,2,187
2022-05-21,2022-05-18,쏴!쏴!쏴!쏴!탕,10,185
2022-05-19,2022-05-18,쏴!쏴!쏴!쏴!탕,92,175
2022-05-18,2022-05-18,쏴!쏴!쏴!쏴!탕,32,83
2022-05-17,2022-05-18,쏴!쏴!쏴!쏴!탕,51,51
2024-04-30,2024-04-03,씬,14,38433
2024-04-29,2024-04-03,씬,4,38419
2024-04-28,2024-04-03,씬,4,38415
2024-04-27,2024-04-03,씬,8,38411
2024-04-26,2024-04-03,씬,33,38403
2024-04-25,2024-04-03,씬,16,38370
2024-04-24,2024-04-03,씬,7,38354
2024-04-23,2024-04-03,씬,106,38347
2024-04-22,2024-04-03,씬,92,38241
2024-04-21,2024-04-03,씬,215,38149
2024-04-20,2024-04-03,씬,322,37934
2024-04-19,2024-04-03,씬,205,37612
2024-04-18,2024-04-03,씬,170,37407
2024-04-17,2024-04-03,씬,177,37237
2024-04-16,2024-04-03,씬,410,37060
2024-04-15,2024-04-03,씬,403,36650
2024-04-14,2024-04-03,씬,719,36247
2024-04-13,2024-04-03,씬,785,35528
2024-04-12,2024-04-03,씬,562,34743
2024-04-11,2024-04-03,씬,651,34181
2024-04-10,2024-04-03,씬,1785,33530
2024-04-09,2024-04-03,씬,4309,31745
2024-04-08,2024-04-03,씬,2172,27436
2024-04-07,2024-04-03,씬,4654,25264
2024-04-06,2024-04-03,씬,6052,20610
2024-04-05,2024-04-03,씬,4672,14558
2024-04-04,2024-04-03,씬,4019,9886
2024-04-03,2024-04-03,씬,4586,5867
2024-04-02,2024-04-03,씬,1073,1281
2024-03-29,2024-04-03,씬,208,208
2021-08-15,1900-01-01,아! 꽃이여 별이여,285,285
2024-12-12,2016-06-01,아가씨,23,4289031
2020-05-05,2016-06-01,아가씨,12,4289008
2020-05-03,2016-06-01,아가씨,8,4288996
2020-05-01,2016-06-01,아가씨,15,4288988
2020-04-30,2016-06-01,아가씨,9,4288973
2020-04-29,2016-06-01,아가씨,14,4288964
2020-04-27,2016-06-01,아가씨,7,4288950
2020-04-26,2016-06-01,아가씨,16,4288943
2020-04-25,2016-06-01,아가씨,19,4288927
2024-07-11,1900-01-01,아가씨(확장판),73,29739
2024-07-10,1900-01-01,아가씨(확장판),51,29666
2024-07-09,1900-01-01,아가씨(확장판),256,29615
2024-07-08,1900-01-01,아가씨(확장판),238,29359
2024-07-07,1900-01-01,아가씨(확장판),253,29121
2024-07-06,1900-01-01,아가씨(확장판),215,28868
2024-07-05,1900-01-01,아가씨(확장판),304,28653
2024-07-04,1900-01-01,아가씨(확장판),307,28349
2024-07-03,1900-01-01,아가씨(확장판),353,28042
2024-07-02,1900-01-01,아가씨(확장판),832,27689
2024-07-01,1900-01-01,아가씨(확장판),828,26857
2024-06-30,1900-01-01,아가씨(확장판),927,26029
2024-06-29,1900-01-01,아가씨(확장판),954,25102
2024-06-28,1900-01-01,아가씨(확장판),1045,24148
2024-06-27,1900-01-01,아가씨(확장판),1174,23103
2024-06-26,1900-01-01,아가씨(확장판),1117,21929
2023-01-01,1900-01-01,아가씨(확장판),9,20812
2022-12-30,1900-01-01,아가씨(확장판),15,20803
2022-12-25,1900-01-01,아가씨(확장판),6,20788
2022-12-24,1900-01-01,아가씨(확장판),9,20782
2022-12-18,1900-01-01,아가씨(확장판),33,20773
2022-08-31,1900-01-01,아가씨(확장판),37,20740
2022-08-29,1900-01-01,아가씨(확장판),10,20703
2022-08-27,1900-01-01,아가씨(확장판),27,20693
2022-08-23,1900-01-01,아가씨(확장판),13,20666
2022-08-22,1900-01-01,아가씨(확장판),19,20653
2022-08-21,1900-01-01,아가씨(확장판),45,20634
2022-08-19,1900-01-01,아가씨(확장판),11,20589
2022-08-17,1900-01-01,아가씨(확장판),18,20578
2022-08-14,1900-01-01,아가씨(확장판),21,20560
2022-08-12,1900-01-01,아가씨(확장판),9,20539
2022-08-10,1900-01-01,아가씨(확장판),7,20530
2022-08-08,1900-01-01,아가씨(확장판),10,20523
2022-08-07,1900-01-01,아가씨(확장판),11,20513
2022-08-06,1900-01-01,아가씨(확장판),8,20502
2022-08-05,1900-01-01,아가씨(확장판),13,20494
2022-08-04,1900-01-01,아가씨(확장판),13,20481
2022-08-03,1900-01-01,아가씨(확장판),25,20468
2022-08-01,1900-01-01,아가씨(확장판),24,20443
2022-07-31,1900-01-01,아가씨(확장판),30,20419
2022-07-29,1900-01-01,아가씨(확장판),10,20389
2022-07-28,1900-01-01,아가씨(확장판),8,20379
2022-07-27,1900-01-01,아가씨(확장판),34,20371
2022-07-26,1900-01-01,아가씨(확장판),22,20337
2022-07-24,1900-01-01,아가씨(확장판),20,20315
2022-07-23,1900-01-01,아가씨(확장판),16,20295
2022-07-22,1900-01-01,아가씨(확장판),11,20279
2022-07-20,1900-01-01,아가씨(확장판),15,20268
2022-07-19,1900-01-01,아가씨(확장판),12,20253
2022-07-18,1900-01-01,아가씨(확장판),13,20241
2022-07-17,1900-01-01,아가씨(확장판),20,20228
2022-07-16,1900-01-01,아가씨(확장판),12,20208
2022-07-14,1900-01-01,아가씨(확장판),13,20196
2022-07-13,1900-01-01,아가씨(확장판),12,20183
2022-07-12,1900-01-01,아가씨(확장판),25,20171
2022-07-11,1900-01-01,아가씨(확장판),23,20146
2022-07-10,1900-01-01,아가씨(확장판),12,20123
2022-07-09,1900-01-01,아가씨(확장판),23,20111
2022-07-08,1900-01-01,아가씨(확장판),9,20088
2022-07-07,1900-01-01,아가씨(확장판),11,20079
2022-07-06,1900-01-01,아가씨(확장판),16,20068
2022-07-05,1900-01-01,아가씨(확장판),36,20052
2022-07-04,1900-01-01,아가씨(확장판),13,20016
2022-07-03,1900-01-01,아가씨(확장판),28,20003
2022-07-02,1900-01-01,아가씨(확장판),32,19975
2022-07-01,1900-01-01,아가씨(확장판),26,19943
2022-06-30,1900-01-01,아가씨(확장판),16,19917
2022-06-29,1900-01-01,아가씨(확장판),33,19901
2022-06-28,1900-01-01,아가씨(확장판),100,19868
2022-06-27,1900-01-01,아가씨(확장판),201,19768
2022-06-26,1900-01-01,아가씨(확장판),132,19567
2022-06-25,1900-01-01,아가씨(확장판),134,19435
2022-06-24,1900-01-01,아가씨(확장판),84,19301
2022-06-23,1900-01-01,아가씨(확장판),77,19217
2022-06-22,1900-01-01,아가씨(확장판),112,19140
2022-06-21,1900-01-01,아가씨(확장판),188,19028
2022-06-20,1900-01-01,아가씨(확장판),26,18840
2022-06-19,1900-01-01,아가씨(확장판),228,18814
2022-06-18,1900-01-01,아가씨(확장판),121,18586
2022-06-17,1900-01-01,아가씨(확장판),132,18465
2022-06-16,1900-01-01,아가씨(확장판),109,18333
2021-04-27,1900-01-01,아가씨(확장판),39,18224
2021-04-26,1900-01-01,아가씨(확장판),29,18185
2021-04-25,1900-01-01,아가씨(확장판),44,18156
2021-04-24,1900-01-01,아가씨(확장판),79,18112
2021-04-23,1900-01-01,아가씨(확장판),41,18033
2021-04-22,1900-01-01,아가씨(확장판),51,17992
2021-04-21,1900-01-01,아가씨(확장판),30,17941
2021-04-20,1900-01-01,아가씨(확장판),27,17911
2021-04-19,1900-01-01,아가씨(확장판),21,17884
2021-04-18,1900-01-01,아가씨(확장판),40,17863
2021-04-17,1900-01-01,아가씨(확장판),92,17823
2021-04-16,1900-01-01,아가씨(확장판),38,17731
2021-04-15,1900-01-01,아가씨(확장판),46,17693
2021-04-14,1900-01-01,아가씨(확장판),48,17647
2021-04-13,1900-01-01,아가씨(확장판),30,17599
2021-04-12,1900-01-01,아가씨(확장판),36,17569
2021-04-11,1900-01-01,아가씨(확장판),38,17533
2021-04-10,1900-01-01,아가씨(확장판),38,17495
2021-04-09,1900-01-01,아가씨(확장판),104,17457
2021-04-08,1900-01-01,아가씨(확장판),59,17353
2021-04-07,1900-01-01,아가씨(확장판),84,17294
2021-04-06,1900-01-01,아가씨(확장판),120,17210
2021-04-05,1900-01-01,아가씨(확장판),91,17090
2021-04-04,1900-01-01,아가씨(확장판),193,16999
2021-04-03,1900-01-01,아가씨(확장판),241,16806
2021-04-02,1900-01-01,아가씨(확장판),102,16565
2021-04-01,1900-01-01,아가씨(확장판),163,16463
2020-12-01,1900-01-01,아가씨(확장판),13,16300
2020-11-30,1900-01-01,아가씨(확장판),12,16287
2020-11-29,1900-01-01,아가씨(확장판),9,16275
2020-11-28,1900-01-01,아가씨(확장판),1,16266
2020-11-27,1900-01-01,아가씨(확장판),3,16265
2020-11-26,1900-01-01,아가씨(확장판),6,16262
2020-11-25,1900-01-01,아가씨(확장판),14,16256
2020-11-24,1900-01-01,아가씨(확장판),11,16242
2020-11-21,1900-01-01,아가씨(확장판),30,16231
2020-11-18,1900-01-01,아가씨(확장판),22,16201
2020-11-15,1900-01-01,아가씨(확장판),35,16179
2020-11-12,1900-01-01,아가씨(확장판),40,16144
2020-11-08,1900-01-01,아가씨(확장판),118,16104
2022-10-22,2008-10-23,아내가 결혼했다,167,1799668
2020-05-14,2020-05-14,아내를 빌려드립니다,51,51
2020-03-25,2019-12-11,아내를 죽였다,780,98502
2020-02-05,2019-12-11,아내를 죽였다,3,97722
2020-01-31,2019-12-11,아내를 죽였다,148,97719
2020-01-30,2019-12-11,아내를 죽였다,4,97571
2020-01-22,2019-12-11,아내를 죽였다,3,97567
2020-01-20,2019-12-11,아내를 죽였다,5401,97564
2020-01-15,2019-12-11,아내를 죽였다,1,92163
2020-01-14,2019-12-11,아내를 죽였다,1,92162
2020-01-08,2019-12-11,아내를 죽였다,10,92161
2020-01-07,2019-12-11,아내를 죽였다,2,92151
2020-01-02,2019-12-11,아내를 죽였다,222,92149
2020-01-01,2019-12-11,아내를 죽였다,3,91927
2019-12-31,2019-12-11,아내를 죽였다,1,91924
2019-12-30,2019-12-11,아내를 죽였다,1,91923
2019-12-29,2019-12-11,아내를 죽였다,2,91922
2019-12-28,2019-12-11,아내를 죽였다,9,91920
2019-12-27,2019-12-11,아내를 죽였다,152,91911
2019-12-26,2019-12-11,아내를 죽였다,8,91759
2019-12-25,2019-12-11,아내를 죽였다,22,91751
2019-12-24,2019-12-11,아내를 죽였다,122,91729
2019-12-23,2019-12-11,아내를 죽였다,52,91607
2019-12-22,2019-12-11,아내를 죽였다,56,91555
2019-12-21,2019-12-11,아내를 죽였다,27,91499
2019-12-20,2019-12-11,아내를 죽였다,32,91472
2019-12-19,2019-12-11,아내를 죽였다,20,91440
2019-12-18,2019-12-11,아내를 죽였다,3465,91420
2019-12-17,2019-12-11,아내를 죽였다,6471,87955
2024-04-04,2024-02-07,아네모네,1,7866
2024-03-31,2024-02-07,아네모네,1,7865
2024-03-29,2024-02-07,아네모네,4,7864
2024-03-26,2024-02-07,아네모네,2,7860
2024-03-24,2024-02-07,아네모네,3,7858
2024-03-23,2024-02-07,아네모네,9,7855
2024-03-22,2024-02-07,아네모네,2,7846
2024-03-19,2024-02-07,아네모네,1,7844
2024-03-17,2024-02-07,아네모네,7,7843
2024-03-14,2024-02-07,아네모네,4,7836
2024-03-13,2024-02-07,아네모네,1,7832
2024-03-12,2024-02-07,아네모네,5,7831
2024-03-11,2024-02-07,아네모네,2,7826
2024-03-10,2024-02-07,아네모네,2,7824
2024-03-09,2024-02-07,아네모네,1,7822
2024-03-08,2024-02-07,아네모네,2,7821
2024-03-07,2024-02-07,아네모네,4,7819
2024-03-06,2024-02-07,아네모네,2,7815
2024-03-05,2024-02-07,아네모네,2,7813
2024-03-04,2024-02-07,아네모네,9,7811
2024-03-03,2024-02-07,아네모네,2,7802
2024-03-01,2024-02-07,아네모네,13,7800
2024-02-29,2024-02-07,아네모네,2,7787
2024-02-28,2024-02-07,아네모네,19,7785
2024-02-27,2024-02-07,아네모네,6,7766
2024-02-26,2024-02-07,아네모네,4,7760
2024-02-25,2024-02-07,아네모네,12,7756
2024-02-24,2024-02-07,아네모네,11,7744
2024-02-23,2024-02-07,아네모네,131,7733
2024-02-22,2024-02-07,아네모네,22,7602
2024-02-21,2024-02-07,아네모네,7,7580
2024-02-20,2024-02-07,아네모네,73,7573
2024-02-19,2024-02-07,아네모네,62,7500
2024-02-18,2024-02-07,아네모네,96,7438
2024-02-17,2024-02-07,아네모네,134,7342
2024-02-16,2024-02-07,아네모네,56,7208
2024-02-15,2024-02-07,아네모네,59,7152
2024-02-14,2024-02-07,아네모네,635,7093
2024-02-13,2024-02-07,아네모네,671,6458
2024-02-12,2024-02-07,아네모네,681,5787
2024-02-11,2024-02-07,아네모네,637,5106
2024-02-10,2024-02-07,아네모네,625,4469
2024-02-09,2024-02-07,아네모네,941,3844
2024-02-08,2024-02-07,아네모네,1134,2903
2024-02-07,2024-02-07,아네모네,1318,1769
2024-02-06,2024-02-07,아네모네,91,451
2024-02-01,2024-02-07,아네모네,218,360
2024-01-25,2024-02-07,아네모네,142,142
2022-05-18,2021-05-12,아들의 이름으로,8,26195
2021-10-06,2021-05-12,아들의 이름으로,424,26187
2021-09-06,2021-05-12,아들의 이름으로,500,25763
2021-08-22,2021-05-12,아들의 이름으로,0,25263
2021-08-14,2021-05-12,아들의 이름으로,0,25263
2021-07-17,2021-05-12,아들의 이름으로,0,25263
2021-06-26,2021-05-12,아들의 이름으로,103,25263
2021-06-25,2021-05-12,아들의 이름으로,1,25160
2021-06-24,2021-05-12,아들의 이름으로,4,25159
2021-06-23,2021-05-12,아들의 이름으로,2,25155
2021-06-22,2021-05-12,아들의 이름으로,4,25153
2021-06-21,2021-05-12,아들의 이름으로,6,25149
2021-06-19,2021-05-12,아들의 이름으로,2,25143
2021-06-18,2021-05-12,아들의 이름으로,1,25141
2021-06-17,2021-05-12,아들의 이름으로,47,25140
2021-06-16,2021-05-12,아들의 이름으로,6,25093
2021-06-15,2021-05-12,아들의 이름으로,0,25087
2021-06-14,2021-05-12,아들의 이름으로,5,25087
2021-06-13,2021-05-12,아들의 이름으로,79,25082
2021-06-12,2021-05-12,아들의 이름으로,86,25003
2021-06-11,2021-05-12,아들의 이름으로,93,24917
2021-06-10,2021-05-12,아들의 이름으로,122,24824
2021-06-09,2021-05-12,아들의 이름으로,47,24702
2021-06-08,2021-05-12,아들의 이름으로,81,24655
2021-06-07,2021-05-12,아들의 이름으로,47,24574
2021-06-06,2021-05-12,아들의 이름으로,17,24527
2021-06-05,2021-05-12,아들의 이름으로,10,24510
2021-06-04,2021-05-12,아들의 이름으로,201,24500
2021-06-03,2021-05-12,아들의 이름으로,36,24299
2021-06-02,2021-05-12,아들의 이름으로,51,24263
2021-06-01,2021-05-12,아들의 이름으로,32,24212
2021-05-31,2021-05-12,아들의 이름으로,23,24180
2021-05-30,2021-05-12,아들의 이름으로,51,24157
2021-05-29,2021-05-12,아들의 이름으로,84,24106
2021-05-28,2021-05-12,아들의 이름으로,113,24022
2021-05-27,2021-05-12,아들의 이름으로,188,23909
2021-05-26,2021-05-12,아들의 이름으로,176,23721
2021-05-25,2021-05-12,아들의 이름으로,262,23545
2021-05-24,2021-05-12,아들의 이름으로,449,23283
2021-05-23,2021-05-12,아들의 이름으로,568,22834
2021-05-22,2021-05-12,아들의 이름으로,470,22266
2021-05-21,2021-05-12,아들의 이름으로,632,21796
2021-05-20,2021-05-12,아들의 이름으로,587,21164
2021-05-19,2021-05-12,아들의 이름으로,1071,20577
2021-05-18,2021-05-12,아들의 이름으로,2993,19506
2021-05-17,2021-05-12,아들의 이름으로,1311,16513
2021-05-16,2021-05-12,아들의 이름으로,3255,15202
2021-05-15,2021-05-12,아들의 이름으로,3363,11947
2021-05-14,2021-05-12,아들의 이름으로,2370,8584
2021-05-13,2021-05-12,아들의 이름으로,2159,6214
2021-05-12,2021-05-12,아들의 이름으로,2479,4055
2021-05-10,2021-05-12,아들의 이름으로,838,1576
2021-04-30,2021-05-12,아들의 이름으로,428,738
2021-04-28,2021-05-12,아들의 이름으로,310,310
2021-05-17,2006-06-28,아랑,9,951843
2020-05-05,2020-03-25,아르코라이브 뮤지컬 안테모사,74,1016
2020-05-04,2020-03-25,아르코라이브 뮤지컬 안테모사,34,942
2020-05-03,2020-03-25,아르코라이브 뮤지컬 안테모사,50,908
2020-05-02,2020-03-25,아르코라이브 뮤지컬 안테모사,46,858
2020-05-01,2020-03-25,아르코라이브 뮤지컬 안테모사,26,812
2020-04-30,2020-03-25,아르코라이브 뮤지컬 안테모사,43,786
2020-04-29,2020-03-25,아르코라이브 뮤지컬 안테모사,21,743
2020-03-31,2020-03-25,아르코라이브 뮤지컬 안테모사,107,722
2020-03-30,2020-03-25,아르코라이브 뮤지컬 안테모사,52,615
2020-03-29,2020-03-25,아르코라이브 뮤지컬 안테모사,78,563
2020-03-28,2020-03-25,아르코라이브 뮤지컬 안테모사,104,485
2020-03-27,2020-03-25,아르코라이브 뮤지컬 안테모사,117,381
2020-03-26,2020-03-25,아르코라이브 뮤지컬 안테모사,84,264
2020-03-25,2020-03-25,아르코라이브 뮤지컬 안테모사,180,180
2024-12-13,2024-10-30,아마존 활명수,58,606471
2024-12-12,2024-10-30,아마존 활명수,101,606413
2024-12-11,2024-10-30,아마존 활명수,163,606312
2024-12-10,2024-10-30,아마존 활명수,572,606149
2024-12-09,2024-10-30,아마존 활명수,8,605577
2024-12-07,2024-10-30,아마존 활명수,1,605569
2024-12-06,2024-10-30,아마존 활명수,236,605568
2024-12-05,2024-10-30,아마존 활명수,177,605332
2024-12-04,2024-10-30,아마존 활명수,385,605155
2024-12-03,2024-10-30,아마존 활명수,354,604770
2024-12-02,2024-10-30,아마존 활명수,209,604416
2024-12-01,2024-10-30,아마존 활명수,66,604207
2024-11-30,2024-10-30,아마존 활명수,267,604141
2024-11-29,2024-10-30,아마존 활명수,1396,603874
2024-11-28,2024-10-30,아마존 활명수,1354,602478
2024-11-27,2024-10-30,아마존 활명수,1144,601124
2024-11-26,2024-10-30,아마존 활명수,1788,599980
2024-11-25,2024-10-30,아마존 활명수,1080,598192
2024-11-24,2024-10-30,아마존 활명수,722,597112
2024-11-23,2024-10-30,아마존 활명수,805,596390
2024-11-22,2024-10-30,아마존 활명수,2224,595585
2024-11-21,2024-10-30,아마존 활명수,2955,593361
2024-11-20,2024-10-30,아마존 활명수,2489,590406
2024-11-19,2024-10-30,아마존 활명수,3355,587917
2024-11-18,2024-10-30,아마존 활명수,3667,584562
2024-11-17,2024-10-30,아마존 활명수,6821,580895
2024-11-16,2024-10-30,아마존 활명수,8180,574074
2024-11-15,2024-10-30,아마존 활명수,5797,565894
2024-11-14,2024-10-30,아마존 활명수,7402,560097
2024-11-13,2024-10-30,아마존 활명수,6829,552695
2024-11-12,2024-10-30,아마존 활명수,9879,545866
2024-11-11,2024-10-30,아마존 활명수,9176,535987
2024-11-10,2024-10-30,아마존 활명수,28178,526811
2024-11-09,2024-10-30,아마존 활명수,31380,498633
2024-11-08,2024-10-30,아마존 활명수,19560,467253
2024-11-07,2024-10-30,아마존 활명수,14476,447693
2024-11-06,2024-10-30,아마존 활명수,16793,433217
2024-11-05,2024-10-30,아마존 활명수,23899,416424
2024-11-04,2024-10-30,아마존 활명수,23885,392525
2024-11-03,2024-10-30,아마존 활명수,71016,368640
2024-11-02,2024-10-30,아마존 활명수,90599,297624
2024-11-01,2024-10-30,아마존 활명수,50834,207025
2024-10-31,2024-10-30,아마존 활명수,49349,156191
2024-10-30,2024-10-30,아마존 활명수,88302,106842
2024-10-28,2024-10-30,아마존 활명수,6516,18540
2024-10-24,2024-10-30,아마존 활명수,5299,12024
2024-10-23,2024-10-30,아마존 활명수,2911,6725
2024-10-22,2024-10-30,아마존 활명수,3814,3814
2024-12-20,2024-10-30,아마존 활명수,21,606612
2024-12-19,2024-10-30,아마존 활명수,120,606591
