voting_date,released_date,title,audience,total_audience
2021-03-26,2004-10-15,2046,3,128289
2021-03-24,2004-10-15,2046,3,128286
2021-03-23,2004-10-15,2046,13,128283
2021-03-21,2004-10-15,2046,16,128270
2021-03-20,2004-10-15,2046,4,128254
2021-03-19,2004-10-15,2046,7,128250
2021-03-17,2004-10-15,2046,34,128243
2021-03-16,2004-10-15,2046,70,128209
2021-03-15,2004-10-15,2046,1,128139
2021-03-14,2004-10-15,2046,38,128138
2021-03-13,2004-10-15,2046,36,128100
2021-03-12,2004-10-15,2046,15,128064
2021-03-11,2004-10-15,2046,24,128049
2021-03-10,2004-10-15,2046,76,128025
2021-03-09,2004-10-15,2046,25,127949
2021-03-08,2004-10-15,2046,11,127924
2021-03-07,2004-10-15,2046,37,127913
2021-03-06,2004-10-15,2046,48,127876
2021-03-05,2004-10-15,2046,39,127828
2021-03-04,2004-10-15,2046,53,127789
2021-03-03,2004-10-15,2046,85,127736
2021-03-02,2004-10-15,2046,89,127651
2021-03-01,2004-10-15,2046,132,127562
2021-02-28,2004-10-15,2046,185,127430
2021-02-27,2004-10-15,2046,224,127245
2021-02-26,2004-10-15,2046,119,127021
2021-02-25,2004-10-15,2046,137,126902
2021-02-24,2004-10-15,2046,492,126765
2021-02-23,2004-10-15,2046,105,126273
2021-02-22,2004-10-15,2046,85,126168
2021-02-21,2004-10-15,2046,353,126083
2021-02-20,2004-10-15,2046,99,125730
2021-02-19,2004-10-15,2046,90,125631
2021-02-18,2004-10-15,2046,261,125541
2021-02-17,2004-10-15,2046,268,125280
2021-02-16,2004-10-15,2046,132,125012
2021-02-15,2004-10-15,2046,256,124880
2021-02-14,2004-10-15,2046,535,124624
2021-02-13,2004-10-15,2046,286,124089
2021-02-12,2004-10-15,2046,376,123803
2021-02-11,2004-10-15,2046,365,123427
2024-12-23,2004-10-15,2046,12,129103
2024-12-22,2004-10-15,2046,62,129091
2024-12-20,2004-10-15,2046,35,129029
2024-12-19,2004-10-15,2046,168,128994
2024-12-18,2004-10-15,2046,34,128826
2023-11-18,2023-06-21,206: 사라지지 않는,1,2447
2023-11-17,2023-06-21,206: 사라지지 않는,1,2446
2023-11-16,2023-06-21,206: 사라지지 않는,1,2445
2023-11-15,2023-06-21,206: 사라지지 않는,2,2444
2023-11-14,2023-06-21,206: 사라지지 않는,2,2442
2023-11-13,2023-06-21,206: 사라지지 않는,8,2440
2023-11-12,2023-06-21,206: 사라지지 않는,11,2432
2023-08-28,2023-06-21,206: 사라지지 않는,7,2421
2023-08-27,2023-06-21,206: 사라지지 않는,14,2414
2023-08-25,2023-06-21,206: 사라지지 않는,31,2400
2023-08-21,2023-06-21,206: 사라지지 않는,1,2369
2023-08-14,2023-06-21,206: 사라지지 않는,1,2368
2023-08-08,2023-06-21,206: 사라지지 않는,1,2367
2023-08-06,2023-06-21,206: 사라지지 않는,1,2366
2023-08-02,2023-06-21,206: 사라지지 않는,4,2365
2023-08-01,2023-06-21,206: 사라지지 않는,14,2361
2023-07-31,2023-06-21,206: 사라지지 않는,2,2347
2023-07-29,2023-06-21,206: 사라지지 않는,51,2345
2023-07-28,2023-06-21,206: 사라지지 않는,2,2294
2023-07-26,2023-06-21,206: 사라지지 않는,134,2292
2023-07-25,2023-06-21,206: 사라지지 않는,0,2158
2023-07-24,2023-06-21,206: 사라지지 않는,4,2158
2023-07-23,2023-06-21,206: 사라지지 않는,7,2154
2023-07-22,2023-06-21,206: 사라지지 않는,12,2147
2023-07-21,2023-06-21,206: 사라지지 않는,2,2135
2023-07-20,2023-06-21,206: 사라지지 않는,5,2133
2023-07-19,2023-06-21,206: 사라지지 않는,3,2128
2023-07-18,2023-06-21,206: 사라지지 않는,3,2125
2023-07-17,2023-06-21,206: 사라지지 않는,10,2122
2023-07-16,2023-06-21,206: 사라지지 않는,2,2112
2023-07-15,2023-06-21,206: 사라지지 않는,13,2110
2023-07-14,2023-06-21,206: 사라지지 않는,4,2097
2023-07-13,2023-06-21,206: 사라지지 않는,7,2093
2023-07-12,2023-06-21,206: 사라지지 않는,8,2086
2023-07-11,2023-06-21,206: 사라지지 않는,6,2078
2023-07-10,2023-06-21,206: 사라지지 않는,8,2072
2023-07-09,2023-06-21,206: 사라지지 않는,7,2064
2023-07-08,2023-06-21,206: 사라지지 않는,5,2057
2023-07-07,2023-06-21,206: 사라지지 않는,15,2052
2023-07-06,2023-06-21,206: 사라지지 않는,6,2037
2023-07-05,2023-06-21,206: 사라지지 않는,17,2031
2023-07-04,2023-06-21,206: 사라지지 않는,55,2014
2023-07-03,2023-06-21,206: 사라지지 않는,127,1959
2023-07-02,2023-06-21,206: 사라지지 않는,105,1832
2023-07-01,2023-06-21,206: 사라지지 않는,76,1727
2023-06-30,2023-06-21,206: 사라지지 않는,83,1651
2023-06-29,2023-06-21,206: 사라지지 않는,14,1568
2023-06-28,2023-06-21,206: 사라지지 않는,28,1554
2023-06-27,2023-06-21,206: 사라지지 않는,189,1526
2023-06-26,2023-06-21,206: 사라지지 않는,63,1337
2023-06-25,2023-06-21,206: 사라지지 않는,189,1274
2023-06-24,2023-06-21,206: 사라지지 않는,212,1085
2023-06-23,2023-06-21,206: 사라지지 않는,32,873
2023-06-22,2023-06-21,206: 사라지지 않는,278,841
2023-06-21,2023-06-21,206: 사라지지 않는,42,563
2023-06-20,2023-06-21,206: 사라지지 않는,3,521
2023-06-16,2023-06-21,206: 사라지지 않는,158,518
2023-06-07,2023-06-21,206: 사라지지 않는,298,360
2021-12-01,2023-06-21,206: 사라지지 않는,32,62
2021-11-27,2023-06-21,206: 사라지지 않는,30,30
2020-07-16,2009-01-29,24 시티,15,1993
2020-07-12,2009-01-29,24 시티,34,1978
2023-02-27,2022-09-29,2차 송환,3,1385
2023-01-31,2022-09-29,2차 송환,2,1382
2023-01-24,2022-09-29,2차 송환,1,1380
2023-01-14,2022-09-29,2차 송환,3,1379
2023-01-09,2022-09-29,2차 송환,1,1376
2023-01-03,2022-09-29,2차 송환,1,1375
2022-12-24,2022-09-29,2차 송환,4,1374
2022-12-20,2022-09-29,2차 송환,0,1370
2022-12-18,2022-09-29,2차 송환,15,1370
2022-12-10,2022-09-29,2차 송환,100,1355
2022-12-04,2022-09-29,2차 송환,40,1255
2022-11-23,2022-09-29,2차 송환,1,1215
2022-11-12,2022-09-29,2차 송환,2,1214
2022-11-07,2022-09-29,2차 송환,6,1212
2022-11-04,2022-09-29,2차 송환,2,1206
2022-11-02,2022-09-29,2차 송환,5,1204
2022-10-31,2022-09-29,2차 송환,2,1199
2022-10-30,2022-09-29,2차 송환,4,1197
2022-10-29,2022-09-29,2차 송환,1,1193
2022-10-28,2022-09-29,2차 송환,77,1192
2022-10-27,2022-09-29,2차 송환,5,1115
2022-10-26,2022-09-29,2차 송환,5,1110
2022-10-25,2022-09-29,2차 송환,7,1105
2022-10-24,2022-09-29,2차 송환,3,1098
2022-10-23,2022-09-29,2차 송환,2,1095
2022-10-22,2022-09-29,2차 송환,6,1093
2022-10-21,2022-09-29,2차 송환,105,1087
2022-10-20,2022-09-29,2차 송환,2,982
2022-10-19,2022-09-29,2차 송환,4,980
2022-10-18,2022-09-29,2차 송환,2,976
2022-10-17,2022-09-29,2차 송환,3,974
2022-10-16,2022-09-29,2차 송환,32,971
2022-10-15,2022-09-29,2차 송환,33,939
2022-10-14,2022-09-29,2차 송환,90,906
2022-10-13,2022-09-29,2차 송환,84,816
2022-10-12,2022-09-29,2차 송환,5,732
2022-10-11,2022-09-29,2차 송환,5,727
2022-10-10,2022-09-29,2차 송환,4,722
2022-10-09,2022-09-29,2차 송환,3,718
2022-10-08,2022-09-29,2차 송환,59,715
2022-10-07,2022-09-29,2차 송환,17,656
2022-10-06,2022-09-29,2차 송환,7,639
2022-10-05,2022-09-29,2차 송환,24,632
2022-10-04,2022-09-29,2차 송환,10,608
2022-10-03,2022-09-29,2차 송환,26,598
2022-10-02,2022-09-29,2차 송환,25,572
2022-10-01,2022-09-29,2차 송환,107,547
2022-09-30,2022-09-29,2차 송환,25,440
2022-09-29,2022-09-29,2차 송환,33,415
2022-09-23,2022-09-29,2차 송환,186,382
2022-09-20,2022-09-29,2차 송환,166,196
2022-09-16,2022-09-29,2차 송환,5,30
2022-07-30,2022-09-29,2차 송환,13,25
2022-06-25,2022-09-29,2차 송환,12,12
2023-06-01,2023-04-27,2퍼센트,2,425
2023-05-30,2023-04-27,2퍼센트,1,423
2023-05-26,2023-04-27,2퍼센트,1,422
2023-05-25,2023-04-27,2퍼센트,4,421
2023-05-21,2023-04-27,2퍼센트,6,417
2023-05-19,2023-04-27,2퍼센트,1,411
2023-05-17,2023-04-27,2퍼센트,2,410
2023-05-16,2023-04-27,2퍼센트,1,408
2023-05-13,2023-04-27,2퍼센트,14,407
2023-05-12,2023-04-27,2퍼센트,1,393
2023-05-09,2023-04-27,2퍼센트,1,392
2023-05-07,2023-04-27,2퍼센트,5,391
2023-05-06,2023-04-27,2퍼센트,0,386
2023-05-05,2023-04-27,2퍼센트,3,386
2023-05-04,2023-04-27,2퍼센트,1,383
2023-05-03,2023-04-27,2퍼센트,2,382
2023-05-02,2023-04-27,2퍼센트,5,380
2023-05-01,2023-04-27,2퍼센트,14,375
2023-04-30,2023-04-27,2퍼센트,38,361
2023-04-29,2023-04-27,2퍼센트,93,323
2023-04-28,2023-04-27,2퍼센트,4,230
2023-04-27,2023-04-27,2퍼센트,75,226
2023-04-26,2023-04-27,2퍼센트,0,151
2023-04-20,2023-04-27,2퍼센트,151,151
2022-04-27,2022-04-14,3.5교시,3,41
2022-04-26,2022-04-14,3.5교시,2,38
2022-04-25,2022-04-14,3.5교시,2,36
2022-04-24,2022-04-14,3.5교시,2,34
2022-04-23,2022-04-14,3.5교시,1,32
2022-04-22,2022-04-14,3.5교시,2,31
2022-04-21,2022-04-14,3.5교시,4,29
2022-04-20,2022-04-14,3.5교시,3,25
2022-04-19,2022-04-14,3.5교시,3,22
2022-04-18,2022-04-14,3.5교시,3,19
2022-04-17,2022-04-14,3.5교시,5,16
2022-04-16,2022-04-14,3.5교시,1,11
2022-04-15,2022-04-14,3.5교시,2,10
2022-04-14,2022-04-14,3.5교시,8,8
2024-10-02,2023-10-03,30일,48,2165633
2024-05-21,2023-10-03,30일,77,2165585
2024-04-25,2023-10-03,30일,150,2165508
2024-11-20,2023-10-03,30일,99,2165732
2023-12-18,2023-10-03,30일,80,2165358
2023-12-15,2023-10-03,30일,95,2165278
2023-12-14,2023-10-03,30일,2,2165183
2023-12-13,2023-10-03,30일,1,2165181
2023-12-12,2023-10-03,30일,3,2165180
2023-12-11,2023-10-03,30일,10,2165177
2023-12-10,2023-10-03,30일,29,2165167
2023-12-09,2023-10-03,30일,20,2165138
2023-12-07,2023-10-03,30일,12,2165118
2023-12-06,2023-10-03,30일,256,2165106
2023-12-05,2023-10-03,30일,152,2164850
2023-12-04,2023-10-03,30일,183,2164698
2023-12-03,2023-10-03,30일,96,2164515
2023-12-02,2023-10-03,30일,149,2164419
2023-12-01,2023-10-03,30일,325,2164270
2023-11-30,2023-10-03,30일,416,2163945
2023-11-29,2023-10-03,30일,330,2163529
2023-11-28,2023-10-03,30일,1142,2163199
2023-11-27,2023-10-03,30일,924,2162057
2023-11-26,2023-10-03,30일,2323,2161133
2023-11-25,2023-10-03,30일,2389,2158810
2023-11-24,2023-10-03,30일,2032,2156421
2023-11-23,2023-10-03,30일,1613,2154389
2023-11-22,2023-10-03,30일,1700,2152776
2023-11-21,2023-10-03,30일,4860,2151076
2023-11-20,2023-10-03,30일,4980,2146216
2023-11-19,2023-10-03,30일,11609,2141236
2023-11-18,2023-10-03,30일,13854,2129627
2023-11-17,2023-10-03,30일,8166,2115773
2023-11-16,2023-10-03,30일,7005,2107607
2023-11-15,2023-10-03,30일,5594,2100602
2023-11-14,2023-10-03,30일,6778,2095008
2023-11-13,2023-10-03,30일,5745,2088230
2023-11-12,2023-10-03,30일,19187,2082485
2023-11-11,2023-10-03,30일,22240,2063298
2023-11-10,2023-10-03,30일,9576,2041058
2023-11-09,2023-10-03,30일,6805,2031482
2023-11-08,2023-10-03,30일,6811,2024677
2023-11-07,2023-10-03,30일,9713,2017866
2023-11-06,2023-10-03,30일,11208,2008153
2023-11-05,2023-10-03,30일,36381,1996945
2023-11-04,2023-10-03,30일,37299,1960564
2023-11-03,2023-10-03,30일,18372,1923265
2023-11-02,2023-10-03,30일,11518,1904893
2023-11-01,2023-10-03,30일,13254,1893375
2023-10-31,2023-10-03,30일,19087,1880121
2023-10-30,2023-10-03,30일,21036,1861034
2023-10-29,2023-10-03,30일,54192,1839998
2023-10-28,2023-10-03,30일,60331,1785806
2023-10-27,2023-10-03,30일,29918,1725475
2023-10-26,2023-10-03,30일,20275,1695557
2023-10-25,2023-10-03,30일,27414,1675282
2023-10-24,2023-10-03,30일,26051,1647868
2023-10-23,2023-10-03,30일,26219,1621817
2023-10-22,2023-10-03,30일,86371,1595598
2023-10-21,2023-10-03,30일,101972,1509227
2023-10-20,2023-10-03,30일,58519,1407255
2023-10-19,2023-10-03,30일,36716,1348736
2023-10-18,2023-10-03,30일,34818,1312020
2023-10-17,2023-10-03,30일,31267,1277202
2023-10-16,2023-10-03,30일,35762,1245935
2023-10-15,2023-10-03,30일,117460,1210173
2023-10-14,2023-10-03,30일,138490,1092713
2023-10-13,2023-10-03,30일,58531,954223
2023-10-12,2023-10-03,30일,39779,895692
2023-10-11,2023-10-03,30일,41284,855913
2023-10-10,2023-10-03,30일,40336,814629
2023-10-09,2023-10-03,30일,154411,774293
2023-10-08,2023-10-03,30일,173351,619882
2023-10-07,2023-10-03,30일,110306,446531
2023-10-06,2023-10-03,30일,59576,336225
2023-10-05,2023-10-03,30일,41581,276649
2023-10-04,2023-10-03,30일,42901,235068
2023-10-03,2023-10-03,30일,171979,192167
2023-10-02,2023-10-03,30일,1732,20188
2023-09-28,2023-10-03,30일,3115,18456
2023-09-26,2023-10-03,30일,214,15341
2023-09-25,2023-10-03,30일,3823,15127
2023-09-22,2023-10-03,30일,1996,11304
2023-09-21,2023-10-03,30일,2250,9308
2023-09-20,2023-10-03,30일,1184,7058
2023-09-18,2023-10-03,30일,5874,5874
2024-09-10,2023-12-06,3일의 휴가,262,529342
2024-09-07,2023-12-06,3일의 휴가,1,529080
2024-09-05,2023-12-06,3일의 휴가,200,529079
2024-08-29,2023-12-06,3일의 휴가,53,528879
2024-08-28,2023-12-06,3일의 휴가,58,528826
2024-08-23,2023-12-06,3일의 휴가,93,528768
2024-08-21,2023-12-06,3일의 휴가,246,528675
2024-07-30,2023-12-06,3일의 휴가,120,528429
2024-06-29,2023-12-06,3일의 휴가,44,528309
2024-06-28,2023-12-06,3일의 휴가,108,528265
2024-06-27,2023-12-06,3일의 휴가,47,528157
2024-06-18,2023-12-06,3일의 휴가,121,528110
2024-05-21,2023-12-06,3일의 휴가,158,527989
2024-05-10,2023-12-06,3일의 휴가,55,527831
2024-05-09,2023-12-06,3일의 휴가,76,527776
2024-04-22,2023-12-06,3일의 휴가,13,527700
2024-04-20,2023-12-06,3일의 휴가,30,527687
2024-04-15,2023-12-06,3일의 휴가,19,527657
2024-03-25,2023-12-06,3일의 휴가,55,527638
2024-03-19,2023-12-06,3일의 휴가,60,527583
2024-03-15,2023-12-06,3일의 휴가,37,527523
2024-03-14,2023-12-06,3일의 휴가,396,527486
2024-03-13,2023-12-06,3일의 휴가,72,527090
2024-03-12,2023-12-06,3일의 휴가,34,527018
2024-03-11,2023-12-06,3일의 휴가,285,526984
2024-02-21,2023-12-06,3일의 휴가,1,526699
2024-02-19,2023-12-06,3일의 휴가,2,526698
2024-02-07,2023-12-06,3일의 휴가,1,526696
2024-02-04,2023-12-06,3일의 휴가,2,526695
2024-02-02,2023-12-06,3일의 휴가,4,526693
2024-02-01,2023-12-06,3일의 휴가,2,526689
2024-01-31,2023-12-06,3일의 휴가,3,526687
2024-01-30,2023-12-06,3일의 휴가,1,526684
2024-01-29,2023-12-06,3일의 휴가,7,526683
2024-01-28,2023-12-06,3일의 휴가,17,526676
2024-01-27,2023-12-06,3일의 휴가,8,526659
2024-01-26,2023-12-06,3일의 휴가,2,526651
2024-01-25,2023-12-06,3일의 휴가,8,526649
2024-01-24,2023-12-06,3일의 휴가,5,526641
2024-01-23,2023-12-06,3일의 휴가,28,526636
2024-01-22,2023-12-06,3일의 휴가,22,526608
2024-01-21,2023-12-06,3일의 휴가,42,526586
2024-01-20,2023-12-06,3일의 휴가,37,526544
2024-01-19,2023-12-06,3일의 휴가,35,526507
2024-01-18,2023-12-06,3일의 휴가,40,526472
2024-01-17,2023-12-06,3일의 휴가,44,526432
2024-01-16,2023-12-06,3일의 휴가,112,526388
2024-01-15,2023-12-06,3일의 휴가,58,526276
2024-01-14,2023-12-06,3일의 휴가,117,526218
2024-01-13,2023-12-06,3일의 휴가,135,526101
2024-01-12,2023-12-06,3일의 휴가,65,525966
2024-01-11,2023-12-06,3일의 휴가,79,525901
2024-01-10,2023-12-06,3일의 휴가,75,525822
2024-01-09,2023-12-06,3일의 휴가,672,525747
2024-01-08,2023-12-06,3일의 휴가,549,525075
2024-01-07,2023-12-06,3일의 휴가,966,524526
2024-01-06,2023-12-06,3일의 휴가,1161,523560
2024-01-05,2023-12-06,3일의 휴가,1041,522399
2024-01-04,2023-12-06,3일의 휴가,895,521358
2024-01-03,2023-12-06,3일의 휴가,994,520463
2024-01-02,2023-12-06,3일의 휴가,1633,519469
2024-01-01,2023-12-06,3일의 휴가,3295,517836
2023-12-31,2023-12-06,3일의 휴가,3921,514541
2023-12-30,2023-12-06,3일의 휴가,3184,510620
2023-12-29,2023-12-06,3일의 휴가,3522,507436
2023-12-28,2023-12-06,3일의 휴가,3482,503914
2023-12-27,2023-12-06,3일의 휴가,3711,500432
2023-12-26,2023-12-06,3일의 휴가,3294,496721
2023-12-25,2023-12-06,3일의 휴가,5930,493427
2023-12-24,2023-12-06,3일의 휴가,5292,487497
2023-12-23,2023-12-06,3일의 휴가,3953,482205
2023-12-22,2023-12-06,3일의 휴가,3719,478252
2023-12-21,2023-12-06,3일의 휴가,4770,474533
2023-12-20,2023-12-06,3일의 휴가,4523,469763
2023-12-19,2023-12-06,3일의 휴가,21746,465240
2023-12-18,2023-12-06,3일의 휴가,17627,443494
2023-12-17,2023-12-06,3일의 휴가,36428,425867
2023-12-16,2023-12-06,3일의 휴가,39368,389439
2023-12-15,2023-12-06,3일의 휴가,29306,350071
2023-12-14,2023-12-06,3일의 휴가,25699,320765
2023-12-13,2023-12-06,3일의 휴가,26871,295066
2023-12-12,2023-12-06,3일의 휴가,25908,268195
2023-12-11,2023-12-06,3일의 휴가,25719,242287
2023-12-10,2023-12-06,3일의 휴가,50303,216568
2023-12-09,2023-12-06,3일의 휴가,53731,166265
2023-12-08,2023-12-06,3일의 휴가,38369,112534
2023-12-07,2023-12-06,3일의 휴가,34130,74165
2023-12-06,2023-12-06,3일의 휴가,37052,40035
2023-12-01,2023-12-06,3일의 휴가,101,2983
2023-11-27,2023-12-06,3일의 휴가,2493,2882
2023-11-23,2023-12-06,3일의 휴가,142,389
2023-11-21,2023-12-06,3일의 휴가,247,247
2024-11-07,2023-12-06,3일의 휴가,58,529784
2024-11-06,2023-12-06,3일의 휴가,168,529726
2024-10-25,2023-12-06,3일의 휴가,100,529558
2024-10-24,2023-12-06,3일의 휴가,58,529458
2024-10-23,2023-12-06,3일의 휴가,58,529400
2022-11-08,2022-10-12,4DX 문유,112,3869
2022-11-07,2022-10-12,4DX 문유,92,3757
2022-11-06,2022-10-12,4DX 문유,148,3665
2022-11-05,2022-10-12,4DX 문유,161,3517
2022-11-04,2022-10-12,4DX 문유,109,3356
2022-11-03,2022-10-12,4DX 문유,72,3247
2022-11-02,2022-10-12,4DX 문유,53,3175
2022-11-01,2022-10-12,4DX 문유,43,3122
2022-10-31,2022-10-12,4DX 문유,36,3079
2022-10-30,2022-10-12,4DX 문유,128,3043
2022-10-29,2022-10-12,4DX 문유,128,2915
2022-10-28,2022-10-12,4DX 문유,337,2787
2022-10-27,2022-10-12,4DX 문유,46,2450
2022-10-26,2022-10-12,4DX 문유,83,2404
2022-10-25,2022-10-12,4DX 문유,63,2321
2022-10-24,2022-10-12,4DX 문유,68,2258
2022-10-23,2022-10-12,4DX 문유,174,2190
2022-10-22,2022-10-12,4DX 문유,150,2016
2022-10-21,2022-10-12,4DX 문유,111,1866
2022-10-20,2022-10-12,4DX 문유,104,1755
2022-10-19,2022-10-12,4DX 문유,101,1651
2022-10-18,2022-10-12,4DX 문유,50,1550
2022-10-17,2022-10-12,4DX 문유,71,1500
2022-10-16,2022-10-12,4DX 문유,209,1429
2022-10-15,2022-10-12,4DX 문유,242,1220
2022-10-14,2022-10-12,4DX 문유,148,978
2022-10-13,2022-10-12,4DX 문유,121,830
2022-10-12,2022-10-12,4DX 문유,159,709
2022-10-10,2022-10-12,4DX 문유,59,550
2022-10-09,2022-10-12,4DX 문유,59,491
2022-10-05,2022-10-12,4DX 문유,144,432
2022-09-30,2022-10-12,4DX 문유,144,288
2022-09-29,2022-10-12,4DX 문유,144,144
2024-12-12,2016-04-13,4등,1,40593
2024-11-25,2016-04-13,4등,3,40592
2024-11-24,2016-04-13,4등,10,40589
2024-11-23,2016-04-13,4등,26,40579
2024-11-21,2016-04-13,4등,91,40553
2024-11-18,2016-04-13,4등,2,40462
2024-11-17,2016-04-13,4등,2,40460
2024-11-15,2016-04-13,4등,4,40458
2024-11-13,2016-04-13,4등,1,40454
2023-11-23,2016-04-13,4등,32,40346
2023-09-16,2016-04-13,4등,5,40314
2024-11-02,2016-04-13,4등,13,40453
2024-10-30,2016-04-13,4등,7,40440
2024-10-29,2016-04-13,4등,42,40433
2024-10-26,2016-04-13,4등,45,40391
2022-09-30,2016-04-13,4등,59,40309
2022-09-29,2016-04-13,4등,73,40250
2022-09-28,2016-04-13,4등,194,40177
2022-07-13,2016-04-13,4등,100,39983
2022-06-14,2016-04-13,4등,48,39883
2022-04-11,2016-04-13,4등,130,39835
2021-04-30,2016-04-13,4등,1,39705
2021-04-22,2016-04-13,4등,2,39704
2021-04-19,2016-04-13,4등,1,39702
2021-04-15,2016-04-13,4등,1,39701
2020-11-19,2016-04-13,4등,80,39700
2020-11-11,2016-04-13,4등,76,39620
2024-11-26,2024-11-01,4분 44초,5,46761
2024-11-25,2024-11-01,4분 44초,2,46756
2024-11-23,2024-11-01,4분 44초,6,46754
2024-11-21,2024-11-01,4분 44초,7,46748
2024-11-20,2024-11-01,4분 44초,13,46741
2024-11-19,2024-11-01,4분 44초,163,46728
2024-11-18,2024-11-01,4분 44초,228,46565
2024-11-17,2024-11-01,4분 44초,784,46337
2024-11-16,2024-11-01,4분 44초,819,45553
2024-11-15,2024-11-01,4분 44초,500,44734
