Date,Movie,Chain,Screenings,day_of_week,Screen_Share
2023-06-01,분노의 질주: 라이드 오어 다이,CGV,685,Thursday,8.7
2023-06-01,분노의 질주: 라이드 오어 다이,롯데시네마,467,Thursday,8.5
2023-06-01,분노의 질주: 라이드 오어 다이,메가박스,346,Thursday,8.2
2023-06-01,분노의 질주: 라이드 오어 다이,씨네Q,20,Thursday,9.7
2023-06-01,가디언즈 오브 갤럭시: Volume 3,CGV,589,Thursday,7.5
2023-06-01,가디언즈 오브 갤럭시: Volume 3,롯데시네마,422,Thursday,7.7
2023-06-01,가디언즈 오브 갤럭시: Volume 3,메가박스,307,Thursday,7.3
2023-06-01,가디언즈 오브 갤럭시: Volume 3,씨네Q,11,Thursday,5.3
2023-06-01,인어공주,CGV,431,Thursday,5.5
2023-06-01,인어공주,롯데시네마,367,Thursday,6.7
2023-06-01,인어공주,메가박스,224,Thursday,5.3
2023-06-01,인어공주,씨네Q,14,Thursday,6.8
2023-06-01,포켓 몬스터 DP: 아르세우스 초극의 시공으로,CGV,210,Thursday,2.7
2023-06-01,포켓 몬스터 DP: 아르세우스 초극의 시공으로,롯데시네마,222,Thursday,4.0
2023-06-01,포켓 몬스터 DP: 아르세우스 초극의 시공으로,메가박스,146,Thursday,3.5
2023-06-01,포켓 몬스터 DP: 아르세우스 초극의 시공으로,씨네Q,11,Thursday,5.3
2023-06-02,범죄도시3,CGV,5807,Friday,70.6
2023-06-02,범죄도시3,롯데시네마,3991,Friday,69.1
2023-06-02,범죄도시3,메가박스,3009,Friday,68.9
2023-06-02,범죄도시3,씨네Q,141,Friday,68.8
2023-06-02,분노의 질주: 라이드 오어 다이,CGV,670,Friday,8.1
2023-06-02,분노의 질주: 라이드 오어 다이,롯데시네마,482,Friday,8.3
2023-06-02,분노의 질주: 라이드 오어 다이,메가박스,350,Friday,8.0
2023-06-02,분노의 질주: 라이드 오어 다이,씨네Q,19,Friday,9.3
2023-06-02,가디언즈 오브 갤럭시: Volume 3,CGV,585,Friday,7.1
2023-06-02,가디언즈 오브 갤럭시: Volume 3,롯데시네마,455,Friday,7.9
2023-06-02,가디언즈 오브 갤럭시: Volume 3,메가박스,308,Friday,7.1
2023-06-02,가디언즈 오브 갤럭시: Volume 3,씨네Q,12,Friday,5.9
2023-06-02,인어공주,CGV,424,Friday,5.2
2023-06-02,인어공주,롯데시네마,373,Friday,6.5
2023-06-02,인어공주,메가박스,225,Friday,5.2
2023-06-02,인어공주,씨네Q,12,Friday,5.9
2023-06-02,포켓 몬스터 DP: 아르세우스 초극의 시공으로,CGV,202,Friday,2.5
2023-06-02,포켓 몬스터 DP: 아르세우스 초극의 시공으로,롯데시네마,222,Friday,3.8
2023-06-02,포켓 몬스터 DP: 아르세우스 초극의 시공으로,메가박스,139,Friday,3.2
2023-06-02,포켓 몬스터 DP: 아르세우스 초극의 시공으로,씨네Q,8,Friday,3.9
2023-06-03,범죄도시3,CGV,6426,Saturday,73.1
2023-06-03,범죄도시3,롯데시네마,4332,Saturday,71.1
2023-06-03,범죄도시3,메가박스,3303,Saturday,69.2
2023-06-03,범죄도시3,씨네Q,170,Saturday,66.1
2023-06-03,분노의 질주: 라이드 오어 다이,CGV,441,Saturday,5.0
2023-06-03,분노의 질주: 라이드 오어 다이,롯데시네마,405,Saturday,6.6
2023-06-03,분노의 질주: 라이드 오어 다이,메가박스,276,Saturday,5.8
2023-06-03,분노의 질주: 라이드 오어 다이,씨네Q,19,Saturday,7.4
2023-06-03,가디언즈 오브 갤럭시: Volume 3,CGV,489,Saturday,5.6
2023-06-03,가디언즈 오브 갤럭시: Volume 3,롯데시네마,376,Saturday,6.2
2023-06-03,가디언즈 오브 갤럭시: Volume 3,메가박스,275,Saturday,5.8
2023-06-03,가디언즈 오브 갤럭시: Volume 3,씨네Q,14,Saturday,5.4
2023-06-03,포켓 몬스터 DP: 아르세우스 초극의 시공으로,CGV,332,Saturday,3.8
2023-06-03,포켓 몬스터 DP: 아르세우스 초극의 시공으로,롯데시네마,343,Saturday,5.6
2023-06-03,포켓 몬스터 DP: 아르세우스 초극의 시공으로,메가박스,268,Saturday,5.6
2023-06-03,포켓 몬스터 DP: 아르세우스 초극의 시공으로,씨네Q,21,Saturday,8.2
2023-06-03,인어공주,CGV,359,Saturday,4.1
2023-06-03,인어공주,롯데시네마,255,Saturday,4.2
2023-06-03,인어공주,메가박스,196,Saturday,4.1
2023-06-03,인어공주,씨네Q,15,Saturday,5.8
2023-06-04,범죄도시3,CGV,6320,Sunday,72.8
2023-06-04,범죄도시3,롯데시네마,4234,Sunday,70.5
2023-06-04,범죄도시3,메가박스,3307,Sunday,69.4
2023-06-04,범죄도시3,씨네Q,171,Sunday,63.8
2023-06-04,분노의 질주: 라이드 오어 다이,CGV,417,Sunday,4.8
2023-06-04,분노의 질주: 라이드 오어 다이,롯데시네마,398,Sunday,6.6
2023-06-04,분노의 질주: 라이드 오어 다이,메가박스,286,Sunday,6.0
2023-06-04,분노의 질주: 라이드 오어 다이,씨네Q,21,Sunday,7.8
2023-06-04,가디언즈 오브 갤럭시: Volume 3,CGV,508,Sunday,5.9
2023-06-04,가디언즈 오브 갤럭시: Volume 3,롯데시네마,379,Sunday,6.3
2023-06-04,가디언즈 오브 갤럭시: Volume 3,메가박스,266,Sunday,5.6
2023-06-04,가디언즈 오브 갤럭시: Volume 3,씨네Q,15,Sunday,5.6
2023-06-04,포켓 몬스터 DP: 아르세우스 초극의 시공으로,CGV,323,Sunday,3.7
2023-06-04,포켓 몬스터 DP: 아르세우스 초극의 시공으로,롯데시네마,340,Sunday,5.7
2023-06-04,포켓 몬스터 DP: 아르세우스 초극의 시공으로,메가박스,254,Sunday,5.3
2023-06-04,포켓 몬스터 DP: 아르세우스 초극의 시공으로,씨네Q,23,Sunday,8.6
2023-06-04,인어공주,CGV,352,Sunday,4.1
2023-06-04,인어공주,롯데시네마,258,Sunday,4.3
2023-06-04,인어공주,메가박스,198,Sunday,4.2
2023-06-04,인어공주,씨네Q,16,Sunday,6.0
2023-06-05,범죄도시3,CGV,6227,Monday,72.4
2023-06-05,범죄도시3,롯데시네마,4207,Monday,69.7
2023-06-05,범죄도시3,메가박스,3201,Monday,68.7
2023-06-05,범죄도시3,씨네Q,152,Monday,65.5
2023-06-05,가디언즈 오브 갤럭시: Volume 3,CGV,577,Monday,6.7
2023-06-05,가디언즈 오브 갤럭시: Volume 3,롯데시네마,403,Monday,6.7
2023-06-05,가디언즈 오브 갤럭시: Volume 3,메가박스,301,Monday,6.5
2023-06-05,가디언즈 오브 갤럭시: Volume 3,씨네Q,14,Monday,6.0
2023-06-05,분노의 질주: 라이드 오어 다이,CGV,467,Monday,5.4
2023-06-05,분노의 질주: 라이드 오어 다이,롯데시네마,426,Monday,7.1
2023-06-05,분노의 질주: 라이드 오어 다이,메가박스,304,Monday,6.5
2023-06-05,분노의 질주: 라이드 오어 다이,씨네Q,21,Monday,9.1
2023-06-05,인어공주,CGV,386,Monday,4.5
2023-06-05,인어공주,롯데시네마,289,Monday,4.8
2023-06-05,인어공주,메가박스,218,Monday,4.7
2023-06-05,인어공주,씨네Q,12,Monday,5.2
2023-06-05,포켓 몬스터 DP: 아르세우스 초극의 시공으로,CGV,268,Monday,3.1
2023-06-05,포켓 몬스터 DP: 아르세우스 초극의 시공으로,롯데시네마,302,Monday,5.0
2023-06-05,포켓 몬스터 DP: 아르세우스 초극의 시공으로,메가박스,224,Monday,4.8
2023-06-05,포켓 몬스터 DP: 아르세우스 초극의 시공으로,씨네Q,16,Monday,6.9
2023-06-06,범죄도시3,CGV,5438,Tuesday,64.2
2023-06-06,범죄도시3,롯데시네마,3561,Tuesday,60.8
2023-06-06,범죄도시3,메가박스,2752,Tuesday,58.9
2023-06-06,범죄도시3,씨네Q,151,Tuesday,57.0
2023-06-06,트랜스포머: 비스트의 서막,CGV,1719,Tuesday,20.3
2023-06-06,트랜스포머: 비스트의 서막,롯데시네마,1359,Tuesday,23.2
2023-06-06,트랜스포머: 비스트의 서막,메가박스,1034,Tuesday,22.1
2023-06-06,트랜스포머: 비스트의 서막,씨네Q,52,Tuesday,19.6
2023-06-06,포켓 몬스터 DP: 아르세우스 초극의 시공으로,CGV,246,Tuesday,2.9
2023-06-06,포켓 몬스터 DP: 아르세우스 초극의 시공으로,롯데시네마,249,Tuesday,4.2
2023-06-06,포켓 몬스터 DP: 아르세우스 초극의 시공으로,메가박스,183,Tuesday,3.9
2023-06-06,포켓 몬스터 DP: 아르세우스 초극의 시공으로,씨네Q,16,Tuesday,6.0
2023-06-06,가디언즈 오브 갤럭시: Volume 3,CGV,282,Tuesday,3.3
2023-06-06,가디언즈 오브 갤럭시: Volume 3,롯데시네마,156,Tuesday,2.7
2023-06-06,가디언즈 오브 갤럭시: Volume 3,메가박스,134,Tuesday,2.9
2023-06-06,가디언즈 오브 갤럭시: Volume 3,씨네Q,9,Tuesday,3.4
2023-06-06,분노의 질주: 라이드 오어 다이,CGV,104,Tuesday,1.2
2023-06-06,분노의 질주: 라이드 오어 다이,롯데시네마,145,Tuesday,2.5
2023-06-06,분노의 질주: 라이드 오어 다이,메가박스,117,Tuesday,2.5
2023-06-06,분노의 질주: 라이드 오어 다이,씨네Q,15,Tuesday,5.7
2023-06-07,범죄도시3,CGV,5103,Wednesday,65.4
2023-06-07,범죄도시3,롯데시네마,3282,Wednesday,60.4
2023-06-07,범죄도시3,메가박스,2464,Wednesday,58.9
2023-06-07,범죄도시3,씨네Q,128,Wednesday,56.1
2023-06-07,트랜스포머: 비스트의 서막,CGV,1649,Wednesday,21.1
2023-06-07,트랜스포머: 비스트의 서막,롯데시네마,1407,Wednesday,25.9
2023-06-07,트랜스포머: 비스트의 서막,메가박스,1000,Wednesday,23.9
2023-06-07,트랜스포머: 비스트의 서막,씨네Q,47,Wednesday,20.6
2023-06-07,가디언즈 오브 갤럭시: Volume 3,CGV,292,Wednesday,3.7
2023-06-07,가디언즈 오브 갤럭시: Volume 3,롯데시네마,187,Wednesday,3.4
2023-06-07,가디언즈 오브 갤럭시: Volume 3,메가박스,142,Wednesday,3.4
2023-06-07,가디언즈 오브 갤럭시: Volume 3,씨네Q,9,Wednesday,3.9
2023-06-07,분노의 질주: 라이드 오어 다이,CGV,91,Wednesday,1.2
2023-06-07,분노의 질주: 라이드 오어 다이,롯데시네마,174,Wednesday,3.2
2023-06-07,분노의 질주: 라이드 오어 다이,메가박스,135,Wednesday,3.2
2023-06-07,분노의 질주: 라이드 오어 다이,씨네Q,13,Wednesday,5.7
2023-06-07,부기맨,CGV,83,Wednesday,1.1
2023-06-07,부기맨,롯데시네마,89,Wednesday,1.6
2023-06-07,부기맨,메가박스,57,Wednesday,1.4
2023-06-07,부기맨,씨네Q,6,Wednesday,2.6
2023-06-08,범죄도시3,CGV,5073,Thursday,65.6
2023-06-08,범죄도시3,롯데시네마,3269,Thursday,61.2
2023-06-08,범죄도시3,메가박스,2409,Thursday,58.7
2023-06-08,범죄도시3,씨네Q,123,Thursday,58.0
2023-06-08,트랜스포머: 비스트의 서막,CGV,1617,Thursday,20.9
2023-06-08,트랜스포머: 비스트의 서막,롯데시네마,1337,Thursday,25.0
2023-06-08,트랜스포머: 비스트의 서막,메가박스,947,Thursday,23.1
2023-06-08,트랜스포머: 비스트의 서막,씨네Q,45,Thursday,21.2
2023-06-08,가디언즈 오브 갤럭시: Volume 3,CGV,296,Thursday,3.8
2023-06-08,가디언즈 오브 갤럭시: Volume 3,롯데시네마,178,Thursday,3.3
2023-06-08,가디언즈 오브 갤럭시: Volume 3,메가박스,146,Thursday,3.6
2023-06-08,가디언즈 오브 갤럭시: Volume 3,씨네Q,9,Thursday,4.2
2023-06-08,분노의 질주: 라이드 오어 다이,CGV,93,Thursday,1.2
2023-06-08,분노의 질주: 라이드 오어 다이,롯데시네마,174,Thursday,3.3
2023-06-08,분노의 질주: 라이드 오어 다이,메가박스,131,Thursday,3.2
2023-06-08,분노의 질주: 라이드 오어 다이,씨네Q,10,Thursday,4.7
2023-06-08,부기맨,CGV,83,Thursday,1.1
2023-06-08,부기맨,롯데시네마,96,Thursday,1.8
2023-06-08,부기맨,메가박스,56,Thursday,1.4
2023-06-08,부기맨,씨네Q,6,Thursday,2.8
2023-06-09,범죄도시3,CGV,5354,Friday,65.8
2023-06-09,범죄도시3,롯데시네마,3466,Friday,60.9
2023-06-09,범죄도시3,메가박스,2551,Friday,59.3
2023-06-09,범죄도시3,씨네Q,127,Friday,58.3
2023-06-09,트랜스포머: 비스트의 서막,CGV,1709,Friday,21.0
2023-06-09,트랜스포머: 비스트의 서막,롯데시네마,1436,Friday,25.2
2023-06-09,트랜스포머: 비스트의 서막,메가박스,996,Friday,23.1
2023-06-09,트랜스포머: 비스트의 서막,씨네Q,49,Friday,22.5
2023-06-09,가디언즈 오브 갤럭시: Volume 3,CGV,302,Friday,3.7
2023-06-09,가디언즈 오브 갤럭시: Volume 3,롯데시네마,190,Friday,3.3
2023-06-09,가디언즈 오브 갤럭시: Volume 3,메가박스,156,Friday,3.6
2023-06-09,가디언즈 오브 갤럭시: Volume 3,씨네Q,7,Friday,3.2
2023-06-09,분노의 질주: 라이드 오어 다이,CGV,85,Friday,1.0
2023-06-09,분노의 질주: 라이드 오어 다이,롯데시네마,189,Friday,3.3
2023-06-09,분노의 질주: 라이드 오어 다이,메가박스,129,Friday,3.0
2023-06-09,분노의 질주: 라이드 오어 다이,씨네Q,9,Friday,4.1
2023-06-09,부기맨,CGV,80,Friday,1.0
2023-06-09,부기맨,롯데시네마,106,Friday,1.9
2023-06-09,부기맨,메가박스,58,Friday,1.3
2023-06-09,부기맨,씨네Q,8,Friday,3.7
2023-06-10,범죄도시3,CGV,5512,Saturday,63.3
2023-06-10,범죄도시3,롯데시네마,3578,Saturday,59.4
2023-06-10,범죄도시3,메가박스,2733,Saturday,57.0
2023-06-10,범죄도시3,씨네Q,148,Saturday,57.6
2023-06-10,트랜스포머: 비스트의 서막,CGV,1759,Saturday,20.2
2023-06-10,트랜스포머: 비스트의 서막,롯데시네마,1438,Saturday,23.9
2023-06-10,트랜스포머: 비스트의 서막,메가박스,1053,Saturday,22.0
2023-06-10,트랜스포머: 비스트의 서막,씨네Q,56,Saturday,21.8
2023-06-10,포켓 몬스터 DP: 아르세우스 초극의 시공으로,CGV,301,Saturday,3.5
2023-06-10,포켓 몬스터 DP: 아르세우스 초극의 시공으로,롯데시네마,283,Saturday,4.7
2023-06-10,포켓 몬스터 DP: 아르세우스 초극의 시공으로,메가박스,192,Saturday,4.0
2023-06-10,포켓 몬스터 DP: 아르세우스 초극의 시공으로,씨네Q,14,Saturday,5.4
2023-06-10,가디언즈 오브 갤럭시: Volume 3,CGV,286,Saturday,3.3
2023-06-10,가디언즈 오브 갤럭시: Volume 3,롯데시네마,163,Saturday,2.7
2023-06-10,가디언즈 오브 갤럭시: Volume 3,메가박스,145,Saturday,3.0
2023-06-10,가디언즈 오브 갤럭시: Volume 3,씨네Q,5,Saturday,1.9
2023-06-10,인어공주,CGV,125,Saturday,1.4
2023-06-10,인어공주,롯데시네마,92,Saturday,1.5
2023-06-10,인어공주,메가박스,94,Saturday,2.0
2023-06-10,인어공주,씨네Q,5,Saturday,1.9
2023-06-11,범죄도시3,CGV,5274,Sunday,63.1
2023-06-11,범죄도시3,롯데시네마,3413,Sunday,59.1
2023-06-11,범죄도시3,메가박스,2649,Sunday,56.8
2023-06-11,범죄도시3,씨네Q,146,Sunday,56.8
2023-06-11,트랜스포머: 비스트의 서막,CGV,1698,Sunday,20.3
2023-06-11,트랜스포머: 비스트의 서막,롯데시네마,1364,Sunday,23.6
2023-06-11,트랜스포머: 비스트의 서막,메가박스,1014,Sunday,21.7
2023-06-11,트랜스포머: 비스트의 서막,씨네Q,58,Sunday,22.6
2023-06-11,포켓 몬스터 DP: 아르세우스 초극의 시공으로,CGV,297,Sunday,3.6
2023-06-11,포켓 몬스터 DP: 아르세우스 초극의 시공으로,롯데시네마,284,Sunday,4.9
2023-06-11,포켓 몬스터 DP: 아르세우스 초극의 시공으로,메가박스,187,Sunday,4.0
2023-06-11,포켓 몬스터 DP: 아르세우스 초극의 시공으로,씨네Q,14,Sunday,5.4
2023-06-11,가디언즈 오브 갤럭시: Volume 3,CGV,287,Sunday,3.4
2023-06-11,가디언즈 오브 갤럭시: Volume 3,롯데시네마,171,Sunday,3.0
2023-06-11,가디언즈 오브 갤럭시: Volume 3,메가박스,156,Sunday,3.3
2023-06-11,가디언즈 오브 갤럭시: Volume 3,씨네Q,6,Sunday,2.3
2023-06-11,인어공주,CGV,124,Sunday,1.5
2023-06-11,인어공주,롯데시네마,88,Sunday,1.5
2023-06-11,인어공주,메가박스,99,Sunday,2.1
2023-06-11,인어공주,씨네Q,5,Sunday,1.9
2023-06-12,범죄도시3,CGV,4865,Monday,64.6
2023-06-12,범죄도시3,롯데시네마,3262,Monday,61.8
2023-06-12,범죄도시3,메가박스,2404,Monday,59.5
2023-06-12,범죄도시3,씨네Q,92,Monday,59.0
2023-06-12,트랜스포머: 비스트의 서막,CGV,1570,Monday,20.9
2023-06-12,트랜스포머: 비스트의 서막,롯데시네마,1287,Monday,24.4
2023-06-12,트랜스포머: 비스트의 서막,메가박스,873,Monday,21.6
2023-06-12,트랜스포머: 비스트의 서막,씨네Q,35,Monday,22.4
2023-06-12,가디언즈 오브 갤럭시: Volume 3,CGV,344,Monday,4.6
2023-06-12,가디언즈 오브 갤럭시: Volume 3,롯데시네마,191,Monday,3.6
2023-06-12,가디언즈 오브 갤럭시: Volume 3,메가박스,156,Monday,3.9
2023-06-12,가디언즈 오브 갤럭시: Volume 3,씨네Q,6,Monday,3.8
2023-06-12,분노의 질주: 라이드 오어 다이,CGV,84,Monday,1.1
2023-06-12,분노의 질주: 라이드 오어 다이,롯데시네마,156,Monday,3.0
2023-06-12,분노의 질주: 라이드 오어 다이,메가박스,130,Monday,3.2
2023-06-12,분노의 질주: 라이드 오어 다이,씨네Q,7,Monday,4.5
2023-06-12,포켓 몬스터 DP: 아르세우스 초극의 시공으로,CGV,96,Monday,1.3
2023-06-12,포켓 몬스터 DP: 아르세우스 초극의 시공으로,롯데시네마,90,Monday,1.7
2023-06-12,포켓 몬스터 DP: 아르세우스 초극의 시공으로,메가박스,48,Monday,1.2
2023-06-12,포켓 몬스터 DP: 아르세우스 초극의 시공으로,씨네Q,3,Monday,1.9
2023-06-13,범죄도시3,CGV,4568,Tuesday,61.6
2023-06-13,범죄도시3,롯데시네마,3129,Tuesday,60.5
2023-06-13,범죄도시3,메가박스,2340,Tuesday,57.8
2023-06-13,범죄도시3,씨네Q,107,Tuesday,58.8
2023-06-13,트랜스포머: 비스트의 서막,CGV,1520,Tuesday,20.5
2023-06-13,트랜스포머: 비스트의 서막,롯데시네마,1202,Tuesday,23.2
2023-06-13,트랜스포머: 비스트의 서막,메가박스,845,Tuesday,20.9
2023-06-13,트랜스포머: 비스트의 서막,씨네Q,38,Tuesday,20.9
2023-06-13,가디언즈 오브 갤럭시: Volume 3,CGV,347,Tuesday,4.7
2023-06-13,가디언즈 오브 갤럭시: Volume 3,롯데시네마,190,Tuesday,3.7
2023-06-13,가디언즈 오브 갤럭시: Volume 3,메가박스,156,Tuesday,3.9
2023-06-13,가디언즈 오브 갤럭시: Volume 3,씨네Q,7,Tuesday,3.8
2023-06-13,플래시,CGV,214,Tuesday,2.9
2023-06-13,플래시,롯데시네마,143,Tuesday,2.8
2023-06-13,플래시,메가박스,77,Tuesday,1.9
2023-06-13,플래시,씨네Q,0,Tuesday,0.0
2023-06-13,분노의 질주: 라이드 오어 다이,CGV,87,Tuesday,1.2
2023-06-13,분노의 질주: 라이드 오어 다이,롯데시네마,147,Tuesday,2.8
2023-06-13,분노의 질주: 라이드 오어 다이,메가박스,130,Tuesday,3.2
2023-06-13,분노의 질주: 라이드 오어 다이,씨네Q,10,Tuesday,5.5
2023-06-14,범죄도시3,CGV,2653,Wednesday,35.7
2023-06-14,범죄도시3,롯데시네마,2098,Wednesday,40.2
2023-06-14,범죄도시3,메가박스,1607,Wednesday,38.8
2023-06-14,범죄도시3,씨네Q,92,Wednesday,43.6
2023-06-14,플래시,CGV,2195,Wednesday,29.5
2023-06-14,플래시,롯데시네마,1313,Wednesday,25.1
2023-06-14,플래시,메가박스,987,Wednesday,23.8
2023-06-14,플래시,씨네Q,55,Wednesday,26.1
2023-06-14,엘리멘탈,CGV,1519,Wednesday,20.4
2023-06-14,엘리멘탈,롯데시네마,920,Wednesday,17.6
2023-06-14,엘리멘탈,메가박스,870,Wednesday,21.0
2023-06-14,엘리멘탈,씨네Q,31,Wednesday,14.7
2023-06-14,트랜스포머: 비스트의 서막,CGV,526,Wednesday,7.1
2023-06-14,트랜스포머: 비스트의 서막,롯데시네마,555,Wednesday,10.6
2023-06-14,트랜스포머: 비스트의 서막,메가박스,295,Wednesday,7.1
2023-06-14,트랜스포머: 비스트의 서막,씨네Q,17,Wednesday,8.1
2023-06-14,가디언즈 오브 갤럭시: Volume 3,CGV,79,Wednesday,1.1
2023-06-14,가디언즈 오브 갤럭시: Volume 3,롯데시네마,67,Wednesday,1.3
2023-06-14,가디언즈 오브 갤럭시: Volume 3,메가박스,79,Wednesday,1.9
2023-06-14,가디언즈 오브 갤럭시: Volume 3,씨네Q,2,Wednesday,0.9
2023-06-15,범죄도시3,CGV,2649,Thursday,36.1
2023-06-15,범죄도시3,롯데시네마,2103,Thursday,40.4
2023-06-15,범죄도시3,메가박스,1626,Thursday,39.7
2023-06-15,범죄도시3,씨네Q,79,Thursday,38.9
2023-06-15,플래시,CGV,2158,Thursday,29.4
2023-06-15,플래시,롯데시네마,1283,Thursday,24.7
2023-06-15,플래시,메가박스,960,Thursday,23.5
2023-06-15,플래시,씨네Q,53,Thursday,26.1
2023-06-15,엘리멘탈,CGV,1530,Thursday,20.8
2023-06-15,엘리멘탈,롯데시네마,926,Thursday,17.8
2023-06-15,엘리멘탈,메가박스,850,Thursday,20.8
2023-06-15,엘리멘탈,씨네Q,28,Thursday,13.8
2023-06-15,트랜스포머: 비스트의 서막,CGV,519,Thursday,7.1
2023-06-15,트랜스포머: 비스트의 서막,롯데시네마,543,Thursday,10.4
2023-06-15,트랜스포머: 비스트의 서막,메가박스,310,Thursday,7.6
2023-06-15,트랜스포머: 비스트의 서막,씨네Q,17,Thursday,8.4
2023-06-15,가디언즈 오브 갤럭시: Volume 3,CGV,76,Thursday,1.0
2023-06-15,가디언즈 오브 갤럭시: Volume 3,롯데시네마,70,Thursday,1.3
2023-06-15,가디언즈 오브 갤럭시: Volume 3,메가박스,81,Thursday,2.0
2023-06-15,가디언즈 오브 갤럭시: Volume 3,씨네Q,2,Thursday,1.0
2023-06-16,범죄도시3,CGV,2809,Friday,36.8
2023-06-16,범죄도시3,롯데시네마,2160,Friday,38.7
2023-06-16,범죄도시3,메가박스,1677,Friday,39.1
2023-06-16,범죄도시3,씨네Q,88,Friday,42.7
2023-06-16,플래시,CGV,2180,Friday,28.6
2023-06-16,플래시,롯데시네마,1322,Friday,23.7
2023-06-16,플래시,메가박스,991,Friday,23.1
2023-06-16,플래시,씨네Q,52,Friday,25.2
2023-06-16,엘리멘탈,CGV,1597,Friday,20.9
2023-06-16,엘리멘탈,롯데시네마,971,Friday,17.4
2023-06-16,엘리멘탈,메가박스,937,Friday,21.9
2023-06-16,엘리멘탈,씨네Q,29,Friday,14.1
2023-06-16,트랜스포머: 비스트의 서막,CGV,515,Friday,6.7
2023-06-16,트랜스포머: 비스트의 서막,롯데시네마,542,Friday,9.7
2023-06-16,트랜스포머: 비스트의 서막,메가박스,325,Friday,7.6
2023-06-16,트랜스포머: 비스트의 서막,씨네Q,18,Friday,8.7
2023-06-16,가디언즈 오브 갤럭시: Volume 3,CGV,88,Friday,1.2
2023-06-16,가디언즈 오브 갤럭시: Volume 3,롯데시네마,65,Friday,1.2
2023-06-16,가디언즈 오브 갤럭시: Volume 3,메가박스,88,Friday,2.1
2023-06-16,가디언즈 오브 갤럭시: Volume 3,씨네Q,1,Friday,0.5
2023-06-17,범죄도시3,CGV,3008,Saturday,36.8
2023-06-17,범죄도시3,롯데시네마,2244,Saturday,38.8
2023-06-17,범죄도시3,메가박스,1723,Saturday,36.9
2023-06-17,범죄도시3,씨네Q,100,Saturday,40.3
2023-06-17,플래시,CGV,2059,Saturday,25.2
2023-06-17,플래시,롯데시네마,1313,Saturday,22.7
2023-06-17,플래시,메가박스,1064,Saturday,22.8
2023-06-17,플래시,씨네Q,56,Saturday,22.6
2023-06-17,엘리멘탈,CGV,1912,Saturday,23.4
2023-06-17,엘리멘탈,롯데시네마,1250,Saturday,21.6
2023-06-17,엘리멘탈,메가박스,1130,Saturday,24.2
2023-06-17,엘리멘탈,씨네Q,43,Saturday,17.3
2023-06-17,트랜스포머: 비스트의 서막,CGV,433,Saturday,5.3
2023-06-17,트랜스포머: 비스트의 서막,롯데시네마,418,Saturday,7.2
2023-06-17,트랜스포머: 비스트의 서막,메가박스,282,Saturday,6.0
2023-06-17,트랜스포머: 비스트의 서막,씨네Q,21,Saturday,8.5
2023-06-17,포켓 몬스터 DP: 아르세우스 초극의 시공으로,CGV,157,Saturday,1.9
2023-06-17,포켓 몬스터 DP: 아르세우스 초극의 시공으로,롯데시네마,123,Saturday,2.1
2023-06-17,포켓 몬스터 DP: 아르세우스 초극의 시공으로,메가박스,85,Saturday,1.8
2023-06-17,포켓 몬스터 DP: 아르세우스 초극의 시공으로,씨네Q,10,Saturday,4.0
2023-06-18,범죄도시3,CGV,2911,Sunday,36.6
2023-06-18,범죄도시3,롯데시네마,2121,Sunday,38.2
2023-06-18,범죄도시3,메가박스,1674,Sunday,36.7
2023-06-18,범죄도시3,씨네Q,94,Sunday,38.5
2023-06-18,엘리멘탈,CGV,1903,Sunday,23.9
2023-06-18,엘리멘탈,롯데시네마,1263,Sunday,22.7
2023-06-18,엘리멘탈,메가박스,1134,Sunday,24.9
2023-06-18,엘리멘탈,씨네Q,43,Sunday,17.6
2023-06-18,플래시,CGV,1977,Sunday,24.9
2023-06-18,플래시,롯데시네마,1193,Sunday,21.5
2023-06-18,플래시,메가박스,1009,Sunday,22.1
2023-06-18,플래시,씨네Q,57,Sunday,23.4
2023-06-18,트랜스포머: 비스트의 서막,CGV,422,Sunday,5.3
2023-06-18,트랜스포머: 비스트의 서막,롯데시네마,399,Sunday,7.2
2023-06-18,트랜스포머: 비스트의 서막,메가박스,278,Sunday,6.1
2023-06-18,트랜스포머: 비스트의 서막,씨네Q,22,Sunday,9.0
2023-06-18,포켓 몬스터 DP: 아르세우스 초극의 시공으로,CGV,160,Sunday,2.0
2023-06-18,포켓 몬스터 DP: 아르세우스 초극의 시공으로,롯데시네마,121,Sunday,2.2
2023-06-18,포켓 몬스터 DP: 아르세우스 초극의 시공으로,메가박스,86,Sunday,1.9
2023-06-18,포켓 몬스터 DP: 아르세우스 초극의 시공으로,씨네Q,10,Sunday,4.1
2023-06-19,범죄도시3,CGV,2761,Monday,38.0
2023-06-19,범죄도시3,롯데시네마,2064,Monday,40.9
2023-06-19,범죄도시3,메가박스,1546,Monday,39.0
2023-06-19,범죄도시3,씨네Q,75,Monday,44.1
2023-06-19,플래시,CGV,1839,Monday,25.3
2023-06-19,플래시,롯데시네마,1136,Monday,22.5
2023-06-19,플래시,메가박스,888,Monday,22.4
2023-06-19,플래시,씨네Q,42,Monday,24.7
2023-06-19,엘리멘탈,CGV,1667,Monday,22.9
2023-06-19,엘리멘탈,롯데시네마,1042,Monday,20.6
2023-06-19,엘리멘탈,메가박스,914,Monday,23.0
2023-06-19,엘리멘탈,씨네Q,30,Monday,17.6
2023-06-19,트랜스포머: 비스트의 서막,CGV,473,Monday,6.5
